enrollment_id|student_id|course_id|term|score|attendance_pct
1933|15|20|2026 Autumn||95.88
1934|221|24|2026 Autumn||70.67
1935|76|4|2026 Autumn||80.97
1936|182|15|2026 Autumn||64.87
1937|273|6|2026 Autumn||89.10
1938|297|1|2026 Autumn||87.41
1939|195|22|2026 Autumn||66.63
1940|226|20|2026 Autumn||90.34
1941|299|10|2026 Autumn||68.99
1942|290|9|2026 Autumn||86.65
1943|277|17|2026 Autumn||81.70
1944|97|24|2026 Autumn||100.00
1945|194|14|2026 Autumn||71.86
1946|112|22|2026 Autumn||78.89
1947|219|10|2026 Autumn||100.00
1948|296|15|2026 Autumn||81.01
1949|262|11|2026 Autumn||95.27
1950|47|18|2026 Autumn||77.30
1951|81|22|2026 Autumn||100.00
1952|154|6|2026 Autumn||100.00
1953|109|6|2026 Autumn||66.84
1954|183|5|2026 Autumn||78.22
1955|254|24|2026 Autumn||78.47
1956|132|1|2026 Autumn||68.82
1957|183|2|2026 Autumn||65.55
1958|108|7|2026 Autumn||83.62
1959|132|20|2026 Autumn||95.78
1960|160|21|2026 Autumn||90.45
1961|16|22|2026 Autumn||71.71
1962|86|1|2026 Autumn||97.62
1963|280|11|2026 Autumn||85.76
1964|210|9|2026 Autumn||97.09
1965|116|17|2026 Autumn||80.26
1966|2|16|2026 Autumn||85.84
1967|103|6|2026 Autumn||77.06
1968|164|5|2026 Autumn||76.08
1969|275|16|2026 Autumn||60.60
1970|11|1|2026 Autumn||87.80
1971|66|7|2026 Autumn||79.19
1972|270|7|2026 Autumn||87.92
1973|261|1|2026 Autumn||65.49
1974|49|16|2026 Autumn||87.93
1975|13|8|2026 Autumn||69.09
1976|293|15|2026 Autumn||76.06
1977|63|2|2026 Autumn||77.23
1978|131|8|2026 Autumn||87.71
1979|265|14|2026 Autumn||80.52
1980|83|21|2026 Autumn||83.03
1981|268|6|2026 Autumn||93.17
1982|40|6|2026 Autumn||88.03
1983|45|8|2026 Autumn||91.76
1984|94|1|2026 Autumn||88.69
1985|295|11|2026 Autumn||78.03
1986|108|17|2026 Autumn||100.00
1987|73|7|2026 Autumn||87.93
1988|257|5|2026 Autumn||93.96
1989|77|19|2026 Autumn||74.84
1990|150|9|2026 Autumn||100.00
1991|126|17|2026 Autumn||63.61
1992|62|17|2026 Autumn||76.96
1993|294|7|2026 Autumn||93.04
1994|201|13|2026 Autumn||95.28
1995|14|14|2026 Autumn||74.49
1996|215|3|2026 Autumn||57.99
1997|244|13|2026 Autumn||77.90
1998|224|12|2026 Autumn||65.01
1999|187|7|2026 Autumn||91.97
2000|151|12|2026 Autumn||73.12
2001|262|7|2026 Autumn||84.96
2002|18|23|2026 Autumn||83.53
2003|201|2|2026 Autumn||91.33
2004|19|12|2026 Autumn||100.00
2005|259|17|2026 Autumn||94.80
2006|275|8|2026 Autumn||84.95
2007|244|1|2026 Autumn||100.00
2008|282|18|2026 Autumn||63.88
2009|97|4|2026 Autumn||92.36
2010|218|8|2026 Autumn||92.07
2011|70|9|2026 Autumn||95.78
2012|88|9|2026 Autumn||100.00
2013|114|9|2026 Autumn||100.00
2014|49|16|2026 Autumn||83.13
2015|193|1|2026 Autumn||96.29
2016|189|2|2026 Autumn||100.00
2017|183|18|2026 Autumn||68.05
2018|129|13|2026 Autumn||95.93
2019|118|5|2026 Autumn||75.23
2020|154|11|2026 Autumn||83.98
2021|134|3|2026 Autumn||92.07
2022|214|23|2026 Autumn||75.35
2023|122|9|2026 Autumn||94.11
2024|251|8|2026 Autumn||64.02
2025|179|4|2026 Autumn||89.06
2026|164|23|2026 Autumn||82.39
2027|14|1|2026 Autumn||72.07
2028|35|20|2026 Autumn||93.90
2029|1|21|2026 Autumn||84.22
2030|167|20|2026 Autumn||89.00
2031|221|14|2026 Autumn||85.20
2032|33|5|2026 Autumn||82.84
2033|82|12|2026 Autumn||68.82
2034|213|16|2026 Autumn||84.78
2035|147|17|2026 Autumn||84.15
2036|267|20|2026 Autumn||80.45
2037|8|18|2026 Autumn||79.91
2038|254|1|2026 Autumn||100.00
2039|192|2|2026 Autumn||75.75
2040|27|23|2026 Autumn||83.78
2041|247|7|2026 Autumn||87.49
2042|213|23|2026 Autumn||64.80
2043|21|24|2026 Autumn||69.47
2044|153|14|2026 Autumn||64.87
2045|294|7|2026 Autumn||78.20
2046|70|3|2026 Autumn||53.73
2047|33|11|2026 Autumn||90.74
2048|85|21|2026 Autumn||85.74
2049|275|5|2026 Autumn||75.16
2050|143|24|2026 Autumn||81.16
2051|274|2|2026 Autumn||88.32
2052|212|3|2026 Autumn||57.98
2053|17|24|2026 Autumn||83.64
2054|52|1|2026 Autumn||77.12
2055|3|10|2026 Autumn||77.05
2056|235|4|2026 Autumn||61.36
2057|211|19|2026 Autumn||99.71
2058|287|18|2026 Autumn||79.85
2059|190|2|2026 Autumn||73.29
2060|173|22|2026 Autumn||77.42
2061|85|23|2026 Autumn||82.37
2062|90|10|2026 Autumn||84.86
2063|52|6|2026 Autumn||100.00
2064|169|11|2026 Autumn||72.99
2065|115|4|2026 Autumn||80.62
2066|14|19|2026 Autumn||77.27
2067|144|23|2026 Autumn||84.82
2068|204|8|2026 Autumn||80.19
2069|186|15|2026 Autumn||76.49
2070|80|12|2026 Autumn||97.46
2071|253|9|2026 Autumn||76.87
2072|131|4|2026 Autumn||72.94
2073|147|10|2026 Autumn||70.57
2074|223|8|2026 Autumn||87.80
2075|167|16|2026 Autumn||96.74
2076|60|21|2026 Autumn||80.79
2077|92|2|2026 Autumn||76.81
2078|75|20|2026 Autumn||62.76
2079|69|21|2026 Autumn||71.02
2080|34|24|2026 Autumn||78.63
2081|40|14|2026 Autumn||92.26
2082|46|12|2026 Autumn||90.45
2083|22|10|2026 Autumn||77.48
2084|299|12|2026 Autumn||66.79
2085|289|4|2026 Autumn||100.00
2086|108|2|2026 Autumn||94.11
2087|160|8|2026 Autumn||81.31
2088|275|13|2026 Autumn||91.69
2089|201|16|2026 Autumn||78.08
2090|127|14|2026 Autumn||72.93
2091|159|10|2026 Autumn||85.88
2092|211|8|2026 Autumn||92.54
2093|133|3|2026 Autumn||78.87
2094|83|15|2026 Autumn||91.67
2095|209|10|2026 Autumn||78.58
2096|222|16|2026 Autumn||75.99
2097|171|15|2026 Autumn||70.00
2098|245|5|2026 Autumn||89.19
2099|115|18|2026 Autumn||96.46
2100|226|8|2026 Autumn||61.89
2101|14|1|2026 Autumn||88.92
2102|89|11|2026 Autumn||74.99
2103|52|2|2026 Autumn||78.79
2104|125|21|2026 Autumn||85.64
2105|257|20|2026 Autumn||86.40
2106|205|16|2026 Autumn||87.85
2107|259|23|2026 Autumn||79.87
2108|185|6|2026 Autumn||75.24
2109|121|15|2026 Autumn||87.86
2110|227|5|2026 Autumn||77.42
2111|25|3|2026 Autumn||77.68
2112|264|4|2026 Autumn||100.00
2113|259|3|2026 Autumn||86.73
2114|94|4|2026 Autumn||87.72
2115|248|2|2026 Autumn||81.87
2116|193|3|2026 Autumn||96.59
2117|184|1|2026 Autumn||63.14
2118|156|22|2026 Autumn||77.97
2119|215|13|2026 Autumn||90.12
2120|177|23|2026 Autumn||100.00
2121|22|20|2026 Autumn||71.89
2122|219|20|2026 Autumn||82.46
2123|99|21|2026 Autumn||81.07
2124|75|3|2026 Autumn||80.70
2125|277|4|2026 Autumn||98.36
2126|289|17|2026 Autumn||60.44
2127|208|1|2026 Autumn||87.09
2128|60|9|2026 Autumn||77.37
2129|158|16|2026 Autumn||94.96
2130|113|16|2026 Autumn||90.09
2131|79|11|2026 Autumn||89.52
2132|2|23|2026 Autumn||92.87
2133|14|18|2026 Autumn||84.55
2134|93|18|2026 Autumn||89.42
2135|191|13|2026 Autumn||81.17
2136|258|23|2026 Autumn||94.94
2137|197|24|2026 Autumn||68.31
2138|151|17|2026 Autumn||80.43
2139|283|21|2026 Autumn||77.45
2140|299|15|2026 Autumn||100.00
2141|112|14|2026 Autumn||68.56
2142|89|11|2026 Autumn||93.29
2143|16|18|2026 Autumn||94.07
2144|105|11|2026 Autumn||87.74
2145|300|7|2026 Autumn||91.60
2146|35|19|2026 Autumn||85.02
2147|144|15|2026 Autumn||84.25
2148|167|19|2026 Autumn||93.83
2149|296|11|2026 Autumn||79.11
2150|193|22|2026 Autumn||95.83
2151|180|3|2026 Autumn||72.18
2152|48|24|2026 Autumn||95.89
2153|138|15|2026 Autumn||82.73
2154|19|17|2026 Autumn||79.58
2155|251|8|2026 Autumn||80.95
2156|123|24|2026 Autumn||92.80
2157|161|13|2026 Autumn||94.67
2158|171|14|2026 Autumn||63.04
2159|203|2|2026 Autumn||88.19
2160|267|21|2026 Autumn||100.00
2161|114|1|2026 Autumn||73.62
2162|63|24|2026 Autumn||78.18
2163|87|5|2026 Autumn||62.93
2164|218|11|2026 Autumn||90.07
2165|47|23|2026 Autumn||100.00
2166|206|7|2026 Autumn||100.00
2167|288|12|2026 Autumn||89.87
2168|47|3|2026 Autumn||93.53
2169|22|19|2026 Autumn||94.19
2170|237|11|2026 Autumn||96.18
2171|200|3|2026 Autumn||96.60
2172|247|2|2026 Autumn||69.59
2173|186|13|2026 Autumn||96.14
2174|167|6|2026 Autumn||77.86
2175|43|19|2026 Autumn||81.22
2176|192|17|2026 Autumn||74.86
2177|219|13|2026 Autumn||82.07
2178|144|23|2026 Autumn||94.20
2179|64|5|2026 Autumn||72.84
2180|206|20|2026 Autumn||90.82
2181|246|13|2026 Autumn||86.03
2182|197|19|2026 Autumn||79.85
2183|197|15|2026 Autumn||87.82
2184|35|16|2026 Autumn||100.00
2185|181|4|2026 Autumn||97.70
2186|120|2|2026 Autumn||73.10
2187|164|24|2026 Autumn||73.65
2188|72|13|2026 Autumn||78.49
2189|178|24|2026 Autumn||78.28
2190|221|4|2026 Autumn||100.00
2191|177|13|2026 Autumn||90.57
2192|267|2|2026 Autumn||73.48
2193|289|23|2026 Autumn||91.72
2194|249|7|2026 Autumn||85.39
2195|269|24|2026 Autumn||77.49
2196|257|21|2026 Autumn||97.61
2197|60|11|2026 Autumn||100.00
2198|300|17|2026 Autumn||100.00
2199|200|8|2026 Autumn||83.77
2200|251|1|2026 Autumn||77.34
2201|83|16|2026 Autumn||77.74
2202|67|8|2026 Autumn||83.37
2203|170|19|2026 Autumn||89.92
2204|135|18|2026 Autumn||94.32
2205|106|23|2026 Autumn||84.73
2206|282|5|2026 Autumn||87.78
2207|296|3|2026 Autumn||70.38
2208|9|13|2026 Autumn||74.01
2209|222|14|2026 Autumn||82.72
2210|48|15|2026 Autumn||100.00
2211|243|8|2026 Autumn||100.00
2212|58|13|2026 Autumn||64.17
2213|44|3|2026 Autumn||87.33
2214|266|13|2026 Autumn||100.00
2215|27|6|2026 Autumn||86.90
2216|196|20|2026 Autumn||89.44
2217|5|9|2026 Autumn||75.67
2218|268|22|2026 Autumn||99.99
2219|91|16|2026 Autumn||75.57
2220|96|6|2026 Autumn||91.24
2221|254|22|2026 Autumn||100.00
2222|251|2|2026 Autumn||81.13
2223|251|1|2026 Autumn||69.00
2224|2|5|2026 Autumn||94.86
2225|248|11|2026 Autumn||84.71
2226|99|4|2026 Autumn||70.67
2227|234|6|2026 Autumn||88.11
2228|83|16|2026 Autumn||100.00
2229|200|6|2026 Autumn||93.73
2230|20|24|2026 Autumn||91.03
2231|267|7|2026 Autumn||100.00
2232|196|11|2026 Autumn||79.77
2233|96|9|2026 Autumn||76.54
2234|163|14|2026 Autumn||72.84
2235|178|13|2026 Autumn||53.38
2236|168|10|2026 Autumn||89.82
2237|298|4|2026 Autumn||80.70
2238|11|18|2026 Autumn||95.91
2239|6|4|2026 Autumn||95.58
2240|46|8|2026 Autumn||63.83
2241|232|3|2026 Autumn||98.08
2242|26|23|2026 Autumn||86.98
2243|139|11|2026 Autumn||92.46
2244|23|6|2026 Autumn||100.00
2245|51|5|2026 Autumn||82.88
2246|287|7|2026 Autumn||90.82
2247|209|23|2026 Autumn||86.34
2248|265|3|2026 Autumn||89.58
2249|214|10|2026 Autumn||75.01
2250|207|16|2026 Autumn||89.07
2251|186|3|2026 Autumn||86.07
2252|258|10|2026 Autumn||97.22
2253|185|6|2026 Autumn||78.98
2254|212|21|2026 Autumn||96.44
2255|269|13|2026 Autumn||92.24
2256|19|13|2026 Autumn||90.53
2257|40|12|2026 Autumn||92.17
2258|113|17|2026 Autumn||76.31
2259|256|24|2026 Autumn||91.24
2260|44|12|2026 Autumn||69.72
2261|14|12|2026 Autumn||100.00
2262|228|19|2026 Autumn||85.30
2263|130|9|2026 Autumn||91.93
2264|25|23|2026 Autumn||94.12
2265|20|8|2026 Autumn||89.57
2266|28|21|2026 Autumn||86.99
2267|29|14|2026 Autumn||82.00
2268|61|8|2026 Autumn||87.85
2269|129|15|2026 Autumn||84.44
2270|145|19|2026 Autumn||61.40
2271|110|9|2026 Autumn||74.25
2272|67|22|2026 Autumn||75.89
2273|221|22|2026 Autumn||67.26
2274|212|4|2026 Autumn||78.40
2275|19|10|2026 Autumn||89.56
2276|280|4|2026 Autumn||82.47
2277|207|19|2026 Autumn||100.00
2278|242|4|2026 Autumn||71.12
2279|102|18|2026 Autumn||91.77
2280|290|2|2026 Autumn||81.90
2281|290|24|2026 Autumn||87.22
2282|291|9|2026 Autumn||89.02
2283|49|8|2026 Autumn||96.80
2284|291|21|2026 Autumn||97.99
2285|7|10|2026 Autumn||100.00
2286|53|13|2026 Autumn||92.91
2287|227|24|2026 Autumn||75.52
2288|138|14|2026 Autumn||79.45
2289|215|12|2026 Autumn||73.32
2290|129|2|2026 Autumn||74.87
2291|70|14|2026 Autumn||67.15
2292|139|10|2026 Autumn||79.71
2293|134|11|2026 Autumn||89.43
2294|247|24|2026 Autumn||59.10
2295|20|15|2026 Autumn||93.10
2296|173|18|2026 Autumn||88.35
2297|222|7|2026 Autumn||100.00
2298|234|17|2026 Autumn||73.98
2299|141|15|2026 Autumn||92.11
2300|117|17|2026 Autumn||91.20
2301|157|8|2026 Autumn||79.58
2302|194|24|2026 Autumn||86.71
2303|216|16|2026 Autumn||73.32
2304|118|7|2026 Autumn||80.37
2305|101|17|2026 Autumn||76.57
2306|146|16|2026 Autumn||79.31
2307|24|11|2026 Autumn||66.59
2308|236|13|2026 Autumn||74.94
2309|243|4|2026 Autumn||70.98
2310|142|8|2026 Autumn||81.12
2311|42|8|2026 Autumn||78.99
2312|129|19|2026 Autumn||100.00
2313|131|9|2026 Autumn||74.46
2314|3|13|2026 Autumn||82.78
2315|264|3|2026 Autumn||87.71
2316|1|19|2026 Autumn||83.67
2317|110|7|2026 Autumn||99.30
2318|217|15|2026 Autumn||83.50
2319|3|20|2026 Autumn||77.74
2320|22|1|2026 Autumn||77.01
2321|279|17|2026 Autumn||88.38
2322|48|14|2026 Autumn||83.71
2323|36|3|2026 Autumn||78.23
2324|217|5|2026 Autumn||97.33
2325|100|13|2026 Autumn||97.95
2326|217|17|2026 Autumn||85.83
2327|132|20|2026 Autumn||100.00
2328|137|22|2026 Autumn||77.44
2329|122|1|2026 Autumn||85.40
2330|172|6|2026 Autumn||75.51
2331|133|6|2026 Autumn||93.99
2332|118|20|2026 Autumn||81.42
2333|53|20|2026 Autumn||100.00
2334|133|19|2026 Autumn||86.86
2335|197|11|2026 Autumn||66.57
2336|103|17|2026 Autumn||90.17
2337|123|13|2026 Autumn||100.00
2338|117|1|2026 Autumn||81.14
2339|255|19|2026 Autumn||89.52
2340|115|7|2026 Autumn||76.29
2341|150|16|2026 Autumn||87.15
2342|170|9|2026 Autumn||68.24
2343|238|16|2026 Autumn||74.28
2344|184|10|2026 Autumn||40.80
2345|285|19|2026 Autumn||74.24
2346|97|18|2026 Autumn||90.22
2347|159|9|2026 Autumn||59.27
2348|209|2|2026 Autumn||78.04
2349|159|22|2026 Autumn||95.98
2350|271|17|2026 Autumn||100.00
2351|91|13|2026 Autumn||85.86
2352|290|4|2026 Autumn||72.81
2353|203|24|2026 Autumn||92.60
2354|186|16|2026 Autumn||72.55
2355|261|2|2026 Autumn||68.28
2356|285|3|2026 Autumn||65.48
2357|26|18|2026 Autumn||87.73
2358|15|14|2026 Autumn||81.07
2359|116|6|2026 Autumn||80.38
2360|101|6|2026 Autumn||87.41
2361|34|21|2026 Autumn||87.49
2362|110|1|2026 Autumn||97.21
2363|275|11|2026 Autumn||69.27
2364|298|5|2026 Autumn||94.98
2365|188|11|2026 Autumn||82.71
2366|270|4|2026 Autumn||67.72
2367|220|18|2026 Autumn||74.54
2368|61|10|2026 Autumn||75.83
2369|23|10|2026 Autumn||93.52
2370|90|22|2026 Autumn||72.83
2371|269|1|2026 Autumn||96.70
2372|35|20|2026 Autumn||72.97
2373|159|7|2026 Autumn||100.00
2374|113|17|2026 Autumn||88.44
2375|160|3|2026 Autumn||88.55
2376|18|12|2026 Autumn||84.59
2377|22|12|2026 Autumn||87.08
2378|113|3|2026 Autumn||78.06
2379|241|15|2026 Autumn||68.77
2380|150|24|2026 Autumn||73.31
2381|209|19|2026 Autumn||100.00
2382|245|10|2026 Autumn||66.04
2383|170|3|2026 Autumn||89.11
2384|189|1|2026 Autumn||52.36
2385|287|11|2026 Autumn||81.63
2386|221|24|2026 Autumn||100.00
2387|172|1|2026 Autumn||59.27
2388|64|20|2026 Autumn||74.56
2389|47|11|2026 Autumn||88.27
2390|109|21|2026 Autumn||99.21
2391|146|21|2026 Autumn||71.72
2392|207|16|2026 Autumn||72.08
2393|242|19|2026 Autumn||50.08
2394|22|3|2026 Autumn||78.45
2395|101|1|2026 Autumn||69.23
2396|80|23|2026 Autumn||89.49
2397|280|13|2026 Autumn||89.90
2398|158|24|2026 Autumn||78.91
2399|212|14|2026 Autumn||67.00
2400|283|9|2026 Autumn||90.85
