shipment_id|tracking_no|carrier_id|origin_depot_id|booked_date|delivered_date|status|dest_country|dest_city|weight_kg|shipping_cost|service_level|pallets|transit_days
3105|TRK-2025-003105|3|29|2025-01-02|2025-01-04|Delivered|Poland|Warsaw|976.45|59.01|Standard|4|2
3106|TRK-2026-003106|5|27|2026-04-16|2026-04-28|Delivered|Spain|Barcelona|655.81|28.49|Standard|2|12
3107|TRK-2026-003107|2|1|2026-02-19|2026-02-22|Delivered|Germany|Cologne|565.37|41.75|Standard|3|3
3108|TRK-2026-003108|4|1|2026-02-18|2026-02-21|Delivered|Austria|Vienna|703.24|63.78|Express|2|3
3109|TRK-2026-003109|3|23|2026-06-29|2026-07-04|Delivered|Switzerland|Zurich|5090.94|231.82|Standard|18|5
3110|TRK-2025-003110|6|2|2025-09-11|2025-10-11|Delivered|Germany|Cologne|585.87|27.37|Standard|2|30
3111|TRK-2026-003111|9|7|2026-07-03|2026-07-11|Delivered|France|Paris|354.02|27.91|Standard|1|8
3112|TRK-2025-003112|4|21|2025-12-21|2025-12-26|Delivered|Germany|Munich|8045.28|355.90|Standard|26|5
3113|TRK-2026-003113|1|14|2026-08-08|2026-08-10|Delivered|Germany|Cologne|991.19|82.53|Express|3|2
3114|TRK-2025-003114|4|27|2025-12-04|2025-12-07|Delivered|Italy|Milan|859.29|73.94|Express|4|3
3115|TRK-2025-003115|10|7|2025-10-06|2025-10-09|Delivered|Netherlands|Eindhoven|3021.55|149.14|Express|12|3
3116|TRK-2026-003116|1|15|2026-04-02|2026-04-09|Delivered|Denmark|Copenhagen|843.38|45.63|Economy|3|7
3117|TRK-2026-003117|2|12|2026-08-15|2026-08-20|Delivered|Austria|Graz|2185.34|109.78|Standard|8|5
3118|TRK-2025-003118|9|18|2025-05-06|2025-05-09|Returned|United Kingdom|London|303.58|31.18|Express|1|3
3119|TRK-2025-003119|8|25|2025-08-17|2025-08-21|Delivered|Czechia|Brno|5418.72|253.17|Express|26|4
3120|TRK-2025-003120|1|13|2025-11-15|2025-11-18|Returned|Austria|Graz|570.79|55.16|Express|2|3
3121|TRK-2026-003121|5|19|2026-07-28|2026-08-13|Returned|Germany|Berlin|780.07|27.74|Economy|2|16
3122|TRK-2026-003122|9|12|2026-08-01|2026-08-10|Delivered|Italy|Rome|677.66|32.80|Economy|3|9
3123|TRK-2025-003123|7|28|2025-07-20|2025-08-13|Delivered|Germany|Frankfurt|3195.90|57.88|Economy|12|24
3124|TRK-2026-003124|4|12|2026-06-08|2026-06-10|Delivered|Germany|Hamburg|401.63|44.15|Express|1|2
3125|TRK-2026-003125|2|22|2026-06-15|2026-06-19|Delivered|Netherlands|Eindhoven|1171.94|56.39|Economy|3|4
3126|TRK-2026-003126|5|14|2026-04-16|2026-04-27|Delivered|Poland|Warsaw|1892.01|48.27|Standard|8|11
3127|TRK-2026-003127|2|25|2026-04-28|2026-05-03|Delivered|Germany|Hamburg|2341.44|116.34|Standard|6|5
3128|TRK-2026-003128|7|8|2026-08-14|2026-08-27|Delivered|France|Lyon|757.12|30.11|Standard|2|13
3129|TRK-2026-003129|3|17|2026-04-12|2026-04-15|Delivered|Italy|Rome|413.37|35.36|Standard|1|3
3130|TRK-2026-003130|10|27|2026-09-21|2026-09-27|Delivered|France|Toulouse|521.95|32.61|Standard|2|6
3131|TRK-2025-003131|9|29|2025-09-01|2025-09-13|Delivered|France|Toulouse|1874.24|58.93|Economy|6|12
3132|TRK-2026-003132|8|15|2026-06-13|2026-06-17|Delivered|France|Lyon|4577.66|216.67|Express|18|4
3133|TRK-2026-003133|1|3|2026-02-09|2026-02-11|Delivered|Italy|Naples|349.13|32.66|Standard|1|2
3134|TRK-2025-003134|6|14|2025-04-15|2025-05-12|Delivered|Poland|Krakow|2410.88|56.57|Standard|6|27
3135|TRK-2025-003135|4|5|2025-07-31|2025-08-02|Delivered|Germany|Berlin|2185.36|109.79|Standard|6|2
3136|TRK-2026-003136|2|15|2026-06-05|2026-06-09|Delivered|Germany|Munich|1023.26|60.98|Standard|3|4
3137|TRK-2025-003137|3|4|2025-02-15|2025-02-20|Returned|Germany|Cologne|9087.54|399.68|Standard|26|5
3138|TRK-2025-003138|10|16|2025-11-25|2025-11-29|Delivered|Spain|Valencia|869.98|55.76|Express|3|4
3139|TRK-2026-003139|1|11|2026-01-28|2026-01-30|Delivered|Switzerland|Geneva|341.37|32.34|Standard|1|2
3140|TRK-2026-003140|1|21|2026-04-04|2026-04-10|Delivered|Sweden|Stockholm|804.44|51.79|Standard|2|6
3141|TRK-2026-003141|1|16|2026-01-03|2026-01-06|Delivered|Austria|Vienna|613.90|57.96|Express|2|3
3142|TRK-2026-003142|2|24|2026-02-01|2026-02-07|Delivered|Spain|Barcelona|1713.10|89.95|Standard|6|6
3143|TRK-2026-003143|8|10|2026-06-26|2026-06-30|Delivered|Spain|Valencia|654.04|36.31|Standard|3|4
3144|TRK-2025-003144|1|28|2025-02-24|2025-02-28|Delivered|Spain|Barcelona|246.37|28.35|Standard|1|4
3145|TRK-2026-003145|4|20|2026-04-22|2026-04-29|Delivered|Austria|Linz|689.32|46.95|Standard|2|7
3146|TRK-2025-003146|7|14|2025-11-13|2025-12-03|Delivered|Italy|Milan|333.02|22.16|Economy|1|20
3147|TRK-2026-003147|2|16|2026-06-09|2026-06-21|Delivered|France|Toulouse|7476.35|262.93|Economy|18|12
3148|TRK-2026-003148|8|24|2026-07-23|2026-07-26|Delivered|United Kingdom|Birmingham|2155.38|78.35|Standard|6|3
3149|TRK-2026-003149|1|18|2026-06-07|2026-06-10|Delivered|Denmark|Copenhagen|1120.59|90.95|Express|3|3
3150|TRK-2026-003150|3|1|2026-01-29|2026-02-02|Delivered|France|Lyon|738.83|49.03|Standard|3|4
3151|TRK-2025-003151|9|5|2025-07-27|2025-08-04|Returned|Sweden|Stockholm|465.88|28.17|Economy|2|8
3152|TRK-2025-003152|10|12|2025-10-28|2025-11-05|Delivered|Germany|Hamburg|295.74|26.28|Standard|1|8
3153|TRK-2026-003153|4|25|2026-08-18|2026-08-21|Delivered|Poland|Gdansk|208.09|31.55|Express|1|3
3154|TRK-2025-003154|2|4|2025-05-16|2025-05-22|Delivered|Italy|Naples|1162.78|66.84|Standard|3|6
3155|TRK-2025-003155|3|8|2025-02-20|2025-02-25|Delivered|Spain|Madrid|2073.43|105.08|Standard|8|5
3156|TRK-2026-003156|3|29|2026-01-08|2026-01-12|Delivered|Belgium|Antwerp|682.13|46.65|Standard|2|4
3157|TRK-2026-003157|2|2|2026-01-02|2026-01-06|Delivered|Poland|Warsaw|315.98|31.27|Standard|1|4
3158|TRK-2025-003158|1|11|2025-08-10|2025-08-14|Delivered|Belgium|Antwerp|698.14|47.32|Standard|3|4
3159|TRK-2025-003159|10|9|2025-07-13|2025-07-16|Delivered|Austria|Vienna|1153.84|68.08|Express|6|3
3160|TRK-2026-003160|1|2|2026-07-31|2026-08-07|Delivered|Netherlands|Amsterdam|6561.99|293.60|Standard|18|7
3161|TRK-2026-003161|8|18|2026-05-24|2026-06-06|Returned|Austria|Linz|2986.89|83.23|Economy|8|13
3162|TRK-2025-003162|1|5|2025-11-01|2025-11-07|Delivered|Sweden|Malmo|348.84|32.65|Standard|1|6
3163|TRK-2025-003163|5|19|2025-06-29|2025-07-24|Delivered|Spain|Seville|3058.15|56.17|Economy|8|25
3164|TRK-2025-003164|1|20|2025-07-28|2025-08-07|Delivered|Germany|Cologne|4503.69|165.54|Economy|18|10
3165|TRK-2026-003165|7|23|2026-04-26|2026-05-07|Delivered|Belgium|Ghent|2027.25|68.28|Express|8|11
3166|TRK-2025-003166|9|21|2025-01-07|2025-01-12|Delivered|Germany|Munich|1185.44|43.89|Economy|4|5
3167|TRK-2025-003167|9|12|2025-04-17|2025-04-24|Delivered|Denmark|Copenhagen|486.72|31.63|Standard|2|7
3168|TRK-2026-003168|2|19|2026-07-07|2026-07-19|Delivered|Denmark|Aarhus|676.37|40.16|Economy|3|12
3169|TRK-2025-003169|2|23|2025-10-14|2025-10-16|Delivered|Germany|Berlin|820.75|52.47|Standard|3|2
3170|TRK-2026-003170|5|29|2026-04-25|2026-05-06|Delivered|France|Lyon|378.65|24.06|Standard|2|11
3171|TRK-2025-003171|5|14|2025-12-15|2026-01-01|Delivered|Portugal|Porto|242.17|21.87|Standard|1|17
3172|TRK-2026-003172|10|24|2026-07-27|2026-08-03|Delivered|Italy|Milan|413.08|29.57|Standard|2|7
3173|TRK-2025-003173|1|17|2025-12-02|2025-12-04|Delivered|France|Marseille|4347.44|301.02|Express|12|2
3174|TRK-2025-003174|1|4|2025-05-29|2025-06-04|Delivered|Spain|Valencia|2475.21|121.96|Standard|6|6
3175|TRK-2025-003175|10|13|2025-12-08|2025-12-20|Delivered|Sweden|Stockholm|294.15|24.42|Economy|1|12
3176|TRK-2025-003176|8|11|2025-08-24|2025-08-30|Delivered|Austria|Vienna|1017.63|46.49|Standard|3|6
3177|TRK-2026-003177|2|18|2026-06-05|2026-06-12|Delivered|Czechia|Brno|1060.80|62.55|Standard|3|7
3178|TRK-2026-003178|10|9|2026-01-10|2026-01-22|Returned|Germany|Berlin|796.03|35.39|Economy|2|12
3179|TRK-2025-003179|9|24|2025-03-15|2025-03-24|Delivered|Germany|Berlin|255.70|25.16|Standard|1|9
3180|TRK-2025-003180|3|17|2025-08-11|2025-08-14|Delivered|France|Lyon|1962.26|100.41|Standard|8|3
3181|TRK-2025-003181|1|25|2025-02-22|2025-02-25|Delivered|Germany|Frankfurt|2621.89|128.12|Standard|8|3
3182|TRK-2025-003182|3|14|2025-11-28|2025-12-03|Delivered|Belgium|Antwerp|340.32|32.29|Standard|1|5
3183|TRK-2026-003183|10|28|2026-02-17|2026-02-26|Delivered|Germany|Hamburg|319.52|24.98|Economy|1|9
3184|TRK-2026-003184|6|21|2026-06-17|2026-07-06|Delivered|Italy|Turin|1160.67|32.49|Economy|3|19
3185|TRK-2026-003185|9|11|2026-08-31|2026-09-09|Delivered|Belgium|Ghent|372.40|26.13|Economy|2|9
3186|TRK-2026-003186|1|2|2026-01-08|2026-01-11|Delivered|Spain|Barcelona|246.35|34.04|Express|1|3
3187|TRK-2026-003187|8|1|2026-07-28|2026-08-06|Delivered|Switzerland|Basel|409.10|29.45|Standard|1|9
3188|TRK-2025-003188|9|28|2025-04-17|2025-04-22|Delivered|United Kingdom|Manchester|579.87|34.24|Standard|2|5
3189|TRK-2025-003189|3|22|2025-07-06|2025-07-13|Delivered|Netherlands|Amsterdam|355.89|32.95|Standard|1|7
3190|TRK-2026-003190|4|9|2026-06-23|2026-06-28|Delivered|United Kingdom|Manchester|793.31|51.32|Standard|3|5
3191|TRK-2026-003191|9|28|2026-02-24|2026-02-27|Delivered|Italy|Milan|209.67|27.10|Express|1|3
3192|TRK-2025-003192|2|7|2025-07-10|2025-07-20|Delivered|Poland|Krakow|566.79|36.57|Economy|2|10
3193|TRK-2025-003193|1|5|2025-08-15|2025-08-17|Delivered|Netherlands|Rotterdam|807.59|70.57|Express|2|2
3194|TRK-2026-003194|10|19|2026-04-20|2026-04-30|Delivered|Germany|Munich|1256.80|45.45|Economy|3|10
3195|TRK-2025-003195|1|16|2025-05-22|2025-05-26|Delivered|Italy|Turin|335.19|28.98|Economy|1|4
3196|TRK-2026-003196|8|14|2026-05-31|2026-06-03|Delivered|Poland|Krakow|202.40|26.78|Express|1|3
3197|TRK-2025-003197|4|28|2025-03-05|2025-03-07|Delivered|Portugal|Porto|1474.64|79.93|Standard|4|2
3198|TRK-2026-003198|2|23|2026-08-27|2026-08-29|Delivered|Portugal|Lisbon|977.55|81.64|Express|4|2
3199|TRK-2025-003199|8|8|2025-09-03|2025-09-06|Delivered|Germany|Cologne|4909.49|231.07|Express|12|3
3200|TRK-2026-003200|8|1|2026-04-08|2026-04-14|Delivered|Switzerland|Basel|372.31|28.42|Standard|1|6
3201|TRK-2026-003201|3|17|2026-02-28|2026-03-10|Delivered|Switzerland|Basel|481.20|33.76|Economy|2|10
3202|TRK-2025-003202|1|11|2025-05-06|2025-05-08|Delivered|United Kingdom|Birmingham|552.15|53.94|Express|2|2
3203|TRK-2025-003203|8|28|2025-05-25|2025-06-05|Delivered|Austria|Vienna|241.12|23.27|Economy|1|11
3204|TRK-2026-003204|9|19|2026-02-04|2026-02-09|Delivered|Netherlands|Rotterdam|531.26|32.88|Standard|2|5
3205|TRK-2026-003205|2|6|2026-02-08|2026-02-16|Delivered|Sweden|Malmo|2150.02|88.43|Economy|6|8
3206|TRK-2026-003206|9|8|2026-05-08|2026-05-14|Delivered|Czechia|Prague|2031.72|74.89|Standard|6|6
3207|TRK-2025-003207|2|9|2025-11-17|2025-11-19|Delivered|Spain|Madrid|2948.50|141.84|Standard|12|2
3208|TRK-2025-003208|10|13|2025-12-28|2026-01-04|Returned|Netherlands|Amsterdam|333.66|27.34|Standard|1|7
3209|TRK-2026-003209|5|6|2026-01-02|2026-01-23|Delivered|Germany|Munich|193.44|21.10|Standard|1|21
3210|TRK-2026-003210|9|13|2026-03-11|2026-03-15|Delivered|Germany|Cologne|477.30|38.71|Express|2|4
3211|TRK-2026-003211|1|5|2026-08-12|2026-08-18|Delivered|Czechia|Brno|375.83|33.78|Standard|1|6
3212|TRK-2026-003212|1|11|2026-02-20|2026-02-22|Delivered|Austria|Linz|723.71|65.11|Express|3|2
3213|TRK-2025-003213|4|18|2025-11-07|2025-11-14|Delivered|Germany|Frankfurt|6071.04|216.89|Economy|26|7
3214|TRK-2026-003214|9|12|2026-03-08|2026-03-12|Delivered|Poland|Gdansk|405.05|35.58|Express|2|4
3215|TRK-2026-003215|7|3|2026-02-27|2026-03-09|Delivered|Spain|Valencia|1180.32|47.27|Express|3|10
3216|TRK-2026-003216|10|13|2026-09-18|2026-09-26|Delivered|Denmark|Aarhus|2868.68|80.65|Economy|8|8
3217|TRK-2025-003217|1|27|2025-09-18|2025-09-21|Delivered|Germany|Cologne|425.79|35.88|Standard|2|3
3218|TRK-2025-003218|7|5|2025-08-24|2025-09-11|Delivered|Sweden|Malmo|583.94|27.34|Standard|3|18
3219|TRK-2025-003219|3|4|2025-04-01|2025-04-07|Delivered|Poland|Gdansk|1541.10|68.49|Economy|8|6
3220|TRK-2026-003220|10|27|2026-04-04|2026-04-09|Delivered|France|Toulouse|806.22|40.57|Standard|2|5
3221|TRK-2025-003221|4|27|2025-03-20|2025-03-23|Delivered|Switzerland|Basel|378.44|42.64|Express|1|3
3222|TRK-2026-003222|10|10|2026-02-12|2026-02-21|Delivered|Italy|Naples|10587.13|314.44|Standard|26|9
3223|TRK-2025-003223|8|11|2025-12-19|2025-12-22|Delivered|Netherlands|Amsterdam|660.48|36.49|Standard|2|3
3224|TRK-2026-003224|3|2|2026-06-30|2026-07-03|Delivered|Germany|Frankfurt|10660.93|712.03|Express|26|3
3225|TRK-2025-003225|2|19|2025-08-07|2025-08-11|Delivered|Germany|Cologne|665.66|45.96|Standard|2|4
3226|TRK-2025-003226|2|19|2025-03-28|2025-04-07|Delivered|Germany|Frankfurt|681.06|40.31|Economy|2|10
3227|TRK-2025-003227|10|25|2025-10-07|2025-10-12|Delivered|Belgium|Brussels|569.52|33.95|Standard|2|5
3228|TRK-2025-003228|1|16|2025-06-27|2025-07-04|Delivered|Belgium|Antwerp|345.47|32.51|Standard|1|7
3229|TRK-2026-003229|10|27|2026-05-20|2026-05-31|Delivered|Poland|Krakow|1299.05|46.37|Economy|6|11
3230|TRK-2026-003230|4|5|2026-09-19|2026-09-21|Delivered|Italy|Turin|5301.87|240.68|Standard|18|2
3231|TRK-2025-003231|10|9|2025-10-13|2025-10-20|Delivered|Poland|Gdansk|1239.47|52.71|Standard|3|7
3232|TRK-2025-003232|8|2|2025-03-30|2025-04-05|Returned|Portugal|Porto|555.53|33.55|Standard|2|6
3233|TRK-2026-003233|10|9|2026-08-09|2026-08-13|Delivered|Netherlands|Rotterdam|555.41|42.10|Express|2|4
3234|TRK-2025-003234|1|10|2025-08-09|2025-08-11|Returned|Portugal|Porto|762.40|50.02|Standard|2|2
3235|TRK-2025-003235|8|22|2025-11-26|2025-12-02|Delivered|Austria|Vienna|3188.28|87.63|Economy|8|6
3236|TRK-2026-003236|9|17|2026-06-01|2026-06-09|Delivered|Germany|Munich|2126.05|77.53|Standard|6|8
3237|TRK-2026-003237|4|6|2026-02-25|2026-03-04|Returned|Germany|Hamburg|781.71|50.83|Standard|2|7
3238|TRK-2025-003238|1|28|2025-06-04|2025-06-11|Delivered|France|Marseille|279.28|27.15|Economy|1|7
3239|TRK-2025-003239|2|28|2025-03-17|2025-03-24|Delivered|France|Marseille|929.85|57.05|Standard|3|7
3240|TRK-2025-003240|3|23|2025-04-22|2025-04-25|Delivered|Spain|Barcelona|786.58|69.21|Express|3|3
3241|TRK-2025-003241|3|17|2025-07-12|2025-07-16|Delivered|Germany|Berlin|911.42|56.28|Standard|4|4
3242|TRK-2026-003242|5|18|2026-03-26|2026-04-10|Delivered|France|Paris|199.62|21.19|Standard|1|15
3243|TRK-2026-003243|4|12|2026-05-05|2026-05-08|Delivered|Czechia|Prague|878.42|75.19|Express|3|3
3244|TRK-2026-003244|5|8|2026-02-03|2026-02-14|Returned|Germany|Hamburg|666.47|28.66|Standard|3|11
3245|TRK-2025-003245|4|9|2025-02-11|2025-02-14|Delivered|France|Lyon|277.28|36.05|Express|1|3
3246|TRK-2025-003246|10|23|2025-11-13|2025-11-17|Delivered|Czechia|Brno|1426.38|79.90|Express|4|4
3247|TRK-2025-003247|5|6|2025-01-30|2025-02-10|Delivered|Italy|Naples|190.15|21.04|Standard|1|11
3248|TRK-2026-003248|1|14|2026-05-30|2026-06-02|Delivered|France|Marseille|1660.76|87.75|Standard|4|3
3249|TRK-2026-003249|3|14|2026-04-20|2026-04-30|Delivered|Portugal|Porto|663.39|39.73|Economy|2|10
3250|TRK-2025-003250|1|17|2025-03-17|2025-03-22|Delivered|France|Paris|1756.70|91.78|Standard|6|5
3251|TRK-2025-003251|3|1|2025-10-28|2025-10-31|Delivered|Germany|Cologne|812.70|70.91|Express|3|3
3252|TRK-2025-003252|1|19|2025-07-22|2025-07-29|Delivered|Portugal|Lisbon|2070.39|104.96|Standard|8|7
3253|TRK-2026-003253|8|6|2026-02-13|2026-02-19|Delivered|France|Toulouse|352.18|25.69|Economy|1|6
3254|TRK-2025-003254|10|16|2025-06-10|2025-06-18|Delivered|Denmark|Aarhus|354.46|27.92|Standard|1|8
3255|TRK-2025-003255|1|23|2025-01-31|2025-02-03|Delivered|Germany|Cologne|314.70|38.49|Express|1|3
3256|TRK-2026-003256|1|6|2026-03-27|2026-03-30|Delivered|France|Lyon|368.83|33.49|Standard|1|3
3257|TRK-2026-003257|9|28|2026-04-27|2026-04-30|Delivered|Portugal|Porto|320.59|31.91|Express|1|3
3258|TRK-2025-003258|6|22|2025-09-20|2025-10-15|Returned|France|Toulouse|3299.39|70.79|Standard|8|25
3259|TRK-2025-003259|4|10|2025-01-24|2025-01-30|Delivered|Switzerland|Geneva|1815.19|77.47|Economy|6|6
3260|TRK-2025-003260|4|16|2025-07-03|2025-07-05|Delivered|Germany|Frankfurt|627.36|44.35|Standard|2|2
3261|TRK-2026-003261||21|2026-09-19||Awaiting Pickup|France|Lyon|4551.32|209.16|Standard|18|
3262|TRK-2026-003262||3|2026-09-01||Awaiting Pickup|France|Toulouse|4266.31|197.19|Standard|12|
3263|TRK-2025-003263|10|18|2025-12-26|2026-01-02|Delivered|United Kingdom|Manchester|264.42|25.40|Standard|1|7
3264|TRK-2026-003264|1|3|2026-02-24|2026-02-27|Delivered|Netherlands|Eindhoven|412.11|44.83|Express|1|3
3265|TRK-2025-003265|5|27|2025-06-23|2025-07-03|Delivered|Germany|Berlin|2934.63|64.95|Standard|8|10
3266|TRK-2026-003266|3|16|2026-02-11|2026-02-14|Delivered|France|Lyon|1201.42|96.21|Express|4|3
3267|TRK-2025-003267|3|2|2025-01-14|2025-01-20|Delivered|Czechia|Prague|652.32|45.40|Standard|2|6
3268|TRK-2026-003268|8|10|2026-09-29||Delayed|Portugal|Porto|2059.08|75.65|Standard|8|
3269|TRK-2025-003269|9|16|2025-09-14|2025-09-18|Delivered|Germany|Munich|1150.49|50.21|Standard|4|4
3270|TRK-2025-003270|4|10|2025-12-17|2025-12-24|Delivered|Germany|Hamburg|803.52|44.32|Economy|3|7
3271|TRK-2025-003271|9|20|2025-05-22|2025-06-01|Delivered|Switzerland|Zurich|7281.48|177.03|Economy|26|10
3272|TRK-2025-003272|3|11|2025-12-27|2026-01-05|Delivered|Germany|Cologne|423.46|31.87|Economy|2|9
3273|TRK-2026-003273|9|6|2026-06-07|2026-06-13|Delivered|United Kingdom|Birmingham|1247.07|52.92|Standard|3|6
3274|TRK-2025-003274|8|24|2025-10-01|2025-10-08|Delivered|Austria|Graz|2381.20|84.67|Standard|6|7
3275|TRK-2026-003275|7|28|2026-07-31|2026-08-10|Delivered|Belgium|Antwerp|1661.04|59.19|Express|8|10
3276|TRK-2026-003276|3|23|2026-08-27|2026-08-30|Delivered|United Kingdom|Manchester|2806.72|200.72|Express|8|3
3277|TRK-2026-003277|8|8|2026-04-18|2026-04-26|Delivered|Germany|Hamburg|1564.94|61.82|Standard|4|8
3278|TRK-2025-003278|1|7|2025-09-06|2025-09-18|Delivered|Belgium|Antwerp|376.91|30.35|Economy|1|12
3279|TRK-2026-003279|2|20|2026-03-08|2026-03-10|Delivered|Italy|Turin|4190.34|193.99|Standard|12|2
3280|TRK-2026-003280|2|17|2026-03-22|2026-03-25|Delivered|Switzerland|Basel|411.45|44.79|Express|1|3
3281|TRK-2026-003281|7|6|2026-01-01|2026-01-15|Delivered|Germany|Berlin|479.48|29.89|Express|2|14
3282|TRK-2025-003282|8|18|2025-10-02|2025-10-08|Delivered|Netherlands|Eindhoven|337.92|27.46|Standard|1|6
3283|TRK-2025-003283|3|11|2025-11-07|2025-11-12|Delivered|Sweden|Gothenburg|701.67|47.47|Standard|2|5
3284|TRK-2026-003284|2|25|2026-04-14|2026-04-20|Delivered|Belgium|Antwerp|295.39|27.68|Economy|1|6
3285|TRK-2026-003285|9|3|2026-03-30|2026-04-02|Delivered|Belgium|Ghent|826.88|41.15|Standard|2|3
3286|TRK-2026-003286||16|2026-09-22||Awaiting Pickup|France|Toulouse|392.68|30.86|Economy|1|
3287|TRK-2025-003287|1|21|2025-06-09|2025-06-16|Returned|Sweden|Stockholm|1145.89|66.13|Standard|6|7
3288|TRK-2026-003288|3|4|2026-01-04|2026-01-11|Delivered|Germany|Munich|495.39|38.81|Standard|2|7
3289|TRK-2025-003289|2|2|2025-07-09|2025-07-14|Delivered|Germany|Hamburg|3006.24|116.48|Economy|12|5
3290|TRK-2025-003290|9|5|2025-04-08|2025-04-19|Delivered|Spain|Seville|3105.81|85.83|Economy|12|11
3291|TRK-2025-003291|4|18|2025-09-20|2025-09-30|Delivered|United Kingdom|Birmingham|253.28|26.30|Economy|1|10
3292|TRK-2026-003292|2|4|2026-03-20|2026-03-22|Returned|Germany|Berlin|7372.82|327.66|Standard|26|2
3293|TRK-2026-003293|8|13|2026-07-18|2026-07-24|Delivered|Spain|Seville|642.97|36.00|Standard|3|6
3294|TRK-2026-003294|4|13|2026-04-26|2026-05-06|Delivered|Austria|Vienna|1156.02|55.87|Economy|4|10
3295|TRK-2025-003295|3|13|2025-11-17|2025-11-19|Returned|Belgium|Ghent|317.46|38.67|Express|1|2
3296|TRK-2025-003296|2|29|2025-06-16|2025-06-18|Delivered|Netherlands|Eindhoven|478.48|38.10|Standard|2|2
3297|TRK-2025-003297|9|18|2025-12-14|2025-12-19|Delivered|France|Toulouse|9883.46|294.74|Standard|26|5
3298|TRK-2026-003298|1|12|2026-01-28|2026-02-04|Delivered|Czechia|Brno|1544.53|82.87|Standard|4|7
3299|TRK-2026-003299|3|7|2026-09-14|2026-09-16|Delivered|Belgium|Ghent|1018.11|84.28|Express|4|2
3300|TRK-2026-003300|3|15|2026-06-18|2026-06-21|Delivered|Belgium|Ghent|923.13|56.77|Standard|3|3
3301|TRK-2026-003301|10|21|2026-05-07|2026-05-16|Delivered|Poland|Gdansk|732.38|38.51|Standard|3|9
3302|TRK-2026-003302|2|21|2026-04-24|2026-04-26|Delivered|Netherlands|Eindhoven|1030.25|85.07|Express|3|2
3303|TRK-2026-003303|5|6|2026-07-26|2026-08-16|Delivered|United Kingdom|Birmingham|1914.09|48.63|Standard|6|21
3304|TRK-2025-003304|2|9|2025-11-30|2025-12-04|Delivered|Italy|Rome|199.17|26.37|Standard|1|4
3305|TRK-2026-003305|8|8|2026-03-21|2026-03-30|Delivered|Germany|Munich|804.99|40.54|Standard|3|9
3306|TRK-2025-003306|5|14|2025-10-06|2025-10-24|Delivered|Poland|Warsaw|1564.82|43.04|Standard|6|18
3307|TRK-2026-003307|8|9|2026-01-08|2026-01-12|Returned|Poland|Krakow|1191.76|69.72|Express|6|4
3308|TRK-2025-003308|2|24|2025-11-13|2025-11-15|Delivered|Belgium|Antwerp|858.05|54.04|Standard|3|2
3309|TRK-2025-003309|3|9|2025-03-01|2025-03-05|Returned|Germany|Munich|9841.21|431.33|Standard|26|4
3310|TRK-2025-003310|1|5|2025-06-30|2025-07-04|Delivered|Sweden|Stockholm|1142.56|55.43|Economy|3|4
3311|TRK-2026-003311|1|6|2026-09-21|2026-09-26|Delivered|Czechia|Prague|491.03|34.09|Economy|2|5
3312|TRK-2025-003312|3|25|2025-12-15|2025-12-17|Delivered|Italy|Turin|798.50|69.98|Express|2|2
3313|TRK-2025-003313|9|15|2025-03-16|2025-03-21|Delivered|Belgium|Ghent|393.77|29.03|Standard|1|5
3314|TRK-2025-003314|6|2|2025-06-26|2025-07-22|Delivered|Italy|Milan|1052.47|34.84|Standard|4|26
3315|TRK-2026-003315|3|13|2026-07-25|2026-07-31|Delivered|Germany|Frankfurt|3150.78|150.33|Standard|12|6
3316|TRK-2025-003316|7|10|2025-11-02|2025-11-16|Delivered|Czechia|Prague|969.98|33.52|Standard|3|14
3317|TRK-2025-003317|8|14|2025-04-03|2025-04-06|Delivered|Austria|Graz|374.93|28.50|Standard|1|3
3318|TRK-2026-003318|7|5|2026-02-02|2026-02-17|Delivered|Germany|Berlin|342.11|23.47|Standard|1|15
3319|TRK-2025-003319|9|25|2025-11-22|2025-11-25|Delivered|Germany|Cologne|636.39|35.82|Standard|2|3
3320|TRK-2026-003320|3|14|2026-08-27|2026-09-03|Delivered|France|Lyon|587.18|42.66|Standard|2|7
3321|TRK-2026-003321||3|2026-09-23||Awaiting Pickup|Germany|Cologne|669.96|46.14|Standard|3|
3322|TRK-2025-003322|8|5|2025-07-03|2025-07-11|Delivered|Spain|Madrid|1203.27|51.69|Standard|4|8
3323|TRK-2025-003323|1|8|2025-08-25|2025-08-28|Delivered|Germany|Hamburg|194.08|26.15|Standard|1|3
3324|TRK-2026-003324|1|12|2026-01-04|2026-01-06|Delivered|Germany|Hamburg|396.52|43.81|Express|1|2
3325|TRK-2026-003325|3|14|2026-08-30|2026-09-02|Delivered|Portugal|Porto|2746.64|133.36|Standard|8|3
3326|TRK-2025-003326|4|21|2025-05-10|2025-05-12|Delivered|Italy|Turin|1408.84|109.72|Express|6|2
3327|TRK-2026-003327|8|17|2026-03-17|2026-03-24|Delivered|Poland|Warsaw|520.78|32.58|Standard|2|7
3328|TRK-2025-003328|2|1|2025-12-13|2025-12-16|Delivered|Austria|Graz|426.26|45.75|Express|2|3
3329|TRK-2026-003329|10|19|2026-07-12|2026-07-18|Delivered|Poland|Warsaw|182.19|23.10|Standard|1|6
3330|TRK-2025-003330|6|4|2025-09-10|2025-10-05|Delivered|Netherlands|Eindhoven|564.76|25.05|Economy|2|25
