ticket_id|subject|account_id|agent_id|channel|category|priority|status|opened_date|resolved_date|sla_breached|first_response_minutes|resolution_hours
2528|Help importing our first data set|4|15|Email|Onboarding|Low|Closed|2025-12-10|2025-12-11|0|7|26.50
2529|Filter by region|38|12|Web Form|Feature Request|Low|Closed|2025-06-04|2025-06-04|0|99|23.79
2530|Please split this invoice|39|12|Chat|Billing|Normal|Resolved|2026-03-29|2026-03-29|0|121|16.96
2531|Where do I set the currency?|31|15|Chat|How-To|High|Resolved|2025-03-09|2025-03-09|0|60|2.06
2532|Please add a CSV export|7|6|Email|Feature Request|High|Closed|2026-08-04|2026-08-04|0|97|6.52
2533|Report export is empty|58|7|Email|Bug|Normal|Closed|2026-05-03|2026-05-03|0|173|9.66
2534|User accounts for the new team|10|15|Web Form|Onboarding|High|Open|2025-07-27||1|107|
2535|Login loop after update|53|8|Email|Bug|Normal|Closed|2026-04-07|2026-04-08|0|85|24.09
2536|Invoice does not match the order|38|10|Email|Billing|Normal|Closed|2026-03-16|2026-03-16|0|374|14.12
2537|Wrong VAT rate on the last bill|50|9|Email|Billing|Normal|Closed|2026-03-30|2026-03-31|0|3|38.08
2538|Login loop after update|21|8|Email|Bug|Urgent|In Progress|2025-05-20||1|15|
2539|Totals differ from the source|32|8|Web Form|Bug|Normal|Closed|2025-01-10|2025-01-10|0|44|3.99
2540|User accounts for the new team|49|14|Web Form|Onboarding|High|Closed|2025-08-31|2025-08-31|0|101|3.24
2541|Report export is empty|4|6|Email|Bug|Low|Closed|2026-04-28|2026-04-28|0|118|19.20
2542|Database connection refused|17|9|Phone|Outage|Normal|Resolved|2025-05-31|2025-06-01|0|80|32.83
2543|Totals differ from the source|22|8|Email|Bug|Low|Closed|2026-05-27|2026-05-29|0|147|70.52
2544|Invoice does not match the order|12|12|Chat|Billing|Low|Open|2026-05-12||1|127|
2545|How do I share a dashboard?|8|4|Web Form|How-To|Low|Closed|2026-02-25|2026-02-26|0|149|30.80
2546|Training session request|28|14|Web Form|Onboarding|High|Resolved|2025-05-14|2025-05-14|0|122|9.87
2547|Scheduler skipped a run|14|8|Email|Bug|Normal|Closed|2025-03-02|2025-03-04|1|18|65.06
2548|Please add a CSV export|6|8|Web Form|Feature Request|Low|Closed|2026-03-11|2026-03-12|0|16|47.95
2549|Scheduler skipped a run|34|6|Email|Bug|High|Waiting on Customer|2026-09-06||1|169|
2550|Please add a CSV export|59|2|Email|Feature Request|Low|Closed|2025-10-25|2025-10-25|0|43|13.09
2551|How do I add a second connection?|48|1|Web Form|How-To|Low|Closed|2025-07-07|2025-07-07|0|70|7.89
2552|Scheduler skipped a run|31||Email|Bug|Normal|Open|2026-06-24||1||
2553|Kick-off call follow-up|38|15|Email|Onboarding|Normal|Resolved|2025-11-09|2025-11-11|1|18|49.77
2554|Totals differ from the source|2|7|Web Form|Bug|Urgent|Closed|2025-08-15|2025-08-15|1|36|12.24
2555|Please split this invoice|53|11|Chat|Billing|High|Resolved|2025-07-09|2025-07-09|0|26|7.82
2556|Invoice does not match the order|28|11|Phone|Billing|Low|Resolved|2025-10-17|2025-10-18|0|151|42.77
2557|Where do I set the currency?|24|1|Phone|How-To|High|Closed|2025-01-28|2025-01-28|0|12|1.50
2558|Login loop after update|19|6|Web Form|Bug|Urgent|Closed|2026-05-22|2026-05-22|0|5|2.77
2559|Scheduler skipped a run|34|6|Web Form|Bug|Normal|Closed|2025-02-11|2025-02-12|0|179|37.45
2560|Scheduler skipped a run|11|15|Web Form|Bug|Low|Closed|2025-06-21|2025-06-23|0|134|67.34
2561|Totals differ from the source|48|8|Web Form|Bug|Normal|Resolved|2025-09-30|2025-10-01|0|66|36.23
2562|Training session request|53|14|Web Form|Onboarding|Low|Closed|2026-05-16|2026-05-16|0|12|15.61
2563|Credit note request|60|11|Chat|Billing|Normal|Closed|2026-08-08|2026-08-09|0|3|24.47
2564|User accounts for the new team|22|15|Email|Onboarding|Low|Resolved|2026-08-20|2026-08-21|0|183|33.61
2565|How do I schedule a report?|22|3|Email|How-To|High|Closed|2026-08-28|2026-08-28|1|51|12.27
2566|Server unreachable this morning|45|8|Phone|Outage|Normal|Closed|2025-02-21|2025-02-21|0|43|11.16
2567|Filter by region|17|8|Phone|Feature Request|Normal|Resolved|2026-08-27|2026-08-30|1|218|81.82
2568|Scheduled jobs are queued|28|6|Email|Outage|Normal|Closed|2025-04-08|2025-04-08|0|47|6.81
2569|Please add a CSV export|49|3|Web Form|Feature Request|Low|In Progress|2026-09-28||0|131|
2570|Where do I set the currency?|19|5|Phone|How-To|Normal|Resolved|2026-08-12|2026-08-15|1|9|80.31
2571|Filter by region|13|6|Chat|Feature Request|Urgent|Closed|2025-12-18|2025-12-18|0|46|0.60
2572|Report export is empty|12|9|Email|Bug|Normal|Closed|2026-05-26|2026-05-26|0|114|23.07
2573|How do I share a dashboard?|15|5|Email|How-To|Low|Closed|2025-09-29|2025-09-30|0|3|45.31
2574|User accounts for the new team|6|14|Chat|Onboarding|Low|Closed|2025-12-30|2026-01-04|1|48|135.33
2575|Please add a CSV export|14|7|Email|Feature Request|High|Closed|2025-11-19|2025-11-19|0|31|5.31
2576|Please add a CSV export|31|7|Web Form|Feature Request|Urgent|Closed|2026-07-02|2026-07-02|0|28|2.32
2577|Invoice does not match the order|19|12|Web Form|Billing|High|Closed|2025-08-30|2025-08-30|0|68|3.91
2578|Wrong VAT rate on the last bill|15|11|Email|Billing|High|Closed|2025-02-14|2025-02-14|0|21|11.87
2579|How do I share a dashboard?|52|1|Phone|How-To|Normal|Open|2026-08-11||1|34|
2580|Scheduled jobs are queued|20|9|Email|Outage|Normal|Closed|2025-07-29|2025-07-31|1|14|56.89
2581|Scheduled jobs are queued|30|7|Email|Outage|Low|Resolved|2026-01-17|2026-01-18|0|142|24.16
2582|Invoice does not match the order|53|12|Phone|Billing|High|In Progress|2026-03-10||1|148|
2583|Filter by region|45|10|Phone|Feature Request|Normal|Resolved|2026-04-20|2026-04-20|0|28|23.11
2584|How do I add a second connection?|46|4|Phone|How-To|Urgent|Closed|2026-04-25|2026-04-25|0|3|3.23
2585|Totals differ from the source|53|7|Web Form|Bug|Low|Closed|2025-02-04|2025-02-05|0|5|33.84
2586|Scheduled jobs are queued|13|8|Email|Outage|High|Closed|2026-03-03|2026-03-03|0|12|0.93
2587|Where do I set the currency?|9|1|Chat|How-To|Low|Resolved|2026-07-28|2026-07-31|0|52|77.46
2588|Where do I set the currency?|7|1|Phone|How-To|Low|Closed|2026-03-12|2026-03-13|0|65|30.87
2589|Scheduled jobs are queued|43|9|Phone|Outage|Urgent|Closed|2025-09-14|2025-09-14|0|97|0.30
2590|Scheduler skipped a run|1|9|Web Form|Bug|Urgent|Closed|2026-06-07|2026-06-07|0|205|1.97
2591|Please split this invoice|55|12|Web Form|Billing|Low|Closed|2025-03-14|2025-03-15|0|140|27.72
2592|User accounts for the new team|5|15|Chat|Onboarding|Normal|Closed|2026-04-15|2026-04-16|0|33|35.43
2593|Dark mode for the dashboards|20|8|Phone|Feature Request|Normal|Closed|2026-02-07|2026-02-09|1|184|49.48
2594|Report export is empty|60|15|Email|Bug|Low|Resolved|2026-03-19|2026-03-21|0|148|54.02
2595|More decimals in the pivot|10|9|Phone|Feature Request|Normal|Waiting on Customer|2026-02-28||1|129|
2596|Database connection refused|2|6|Phone|Outage|Normal|Closed|2025-02-06|2025-02-06|0|270|22.38
2597|Totals differ from the source|12|6|Email|Bug|Low|Waiting on Customer|2025-08-18||1|6|
2598|Wrong VAT rate on the last bill|5|11|Phone|Billing|Low|Closed|2025-12-17|2025-12-18|0|391|26.17
2599|Login loop after update|18|6|Email|Bug|High|Closed|2025-06-20|2025-06-20|0|35|7.73
2600|How do I schedule a report?|36|2|Email|How-To|Normal|Closed|2025-08-18|2025-08-28|1|34|252.08
2601|Help importing our first data set|20|15|Web Form|Onboarding|Normal|Closed|2025-05-20|2025-05-20|0|80|10.67
2602|How do I schedule a report?|36|4|Email|How-To|Normal|In Progress|2026-06-03||1|22|
2603|Wrong VAT rate on the last bill|3|10|Phone|Billing|High|In Progress|2025-09-12||1|101|
2604|Please add a CSV export|18|13|Email|Feature Request|Urgent|Closed|2025-10-01|2025-10-01|0|34|3.33
2605|Please split this invoice|39|12|Phone|Billing|High|Closed|2025-10-10|2025-10-10|0|239|7.48
2606|Kick-off call follow-up|7|13|Web Form|Onboarding|Urgent|Waiting on Customer|2025-09-19||1|36|
2607|Scheduler skipped a run|55|7|Web Form|Bug|Urgent|Closed|2025-04-13|2025-04-13|1|177|7.20
2608|Login loop after update|39|7|Email|Bug|Low|Closed|2026-02-05|2026-02-09|1|28|116.71
2609|Where do I set the currency?|22|7|Phone|How-To|Normal|Closed|2026-05-01|2026-05-01|0|14|11.96
2610|Training session request|18|14|Email|Onboarding|Low|Resolved|2026-09-05|2026-09-05|0|61|6.87
2611|How do I share a dashboard?|8|5|Web Form|How-To|Normal|Closed|2025-06-19|2025-06-19|0|223|5.80
2612|Scheduler skipped a run|30|6|Web Form|Bug|Normal|Closed|2026-02-13|2026-02-14|0|197|31.84
2613|How do I schedule a report?|48|5|Email|How-To|Normal|In Progress|2026-09-27||1|253|
2614|Credit note request|13|10|Chat|Billing|Normal|Closed|2025-04-12|2025-04-17|1|57|127.68
2615|Scheduler skipped a run|1|15|Email|Bug|High|Closed|2025-01-08|2025-01-08|0|98|8.85
2616|Report export is empty|47|7|Email|Bug|High|Closed|2025-09-11|2025-09-11|1|109|14.28
2617|Help importing our first data set|6|15|Web Form|Onboarding|Normal|Resolved|2025-05-06|2025-05-08|1|76|67.63
2618|User accounts for the new team|18|14|Web Form|Onboarding|Normal|Closed|2026-02-11|2026-02-13|1|89|70.74
2619|Login loop after update|19|9|Email|Bug|Normal|Closed|2026-06-05|2026-06-05|0|50|3.35
2620|Report export is empty|60|15|Web Form|Bug|Urgent|Closed|2026-08-14|2026-08-14|0|43|2.27
2621|Wrong VAT rate on the last bill|28|12|Chat|Billing|Normal|Open|2026-09-19||1|125|
2622|Server unreachable this morning|10|10|Chat|Outage|Low|Resolved|2025-01-26|2025-02-11|1|8|396.62
2623|Credit note request|30|10|Email|Billing|Normal|Closed|2025-04-07|2025-04-07|0|103|6.10
2624|More decimals in the pivot|23|7|Email|Feature Request|Urgent|Closed|2026-03-02|2026-03-02|0|45|1.86
2625|Wrong VAT rate on the last bill|24|11|Web Form|Billing|Normal|Resolved|2025-09-07|2025-09-07|0|62|18.51
2626|Login loop after update|37|7|Phone|Bug|Low|Closed|2025-09-07|2025-09-15|1|90|206.80
2627|Please add a CSV export|8|8|Email|Feature Request|Normal|Resolved|2026-08-19|2026-08-20|0|33|25.72
2628|Report export is empty|34|7|Phone|Bug|Normal|Closed|2026-04-27|2026-04-28|0|5|46.40
2629|How do I schedule a report?|53|1|Email|How-To|Low|Closed|2026-03-25|2026-03-26|0|64|28.82
2630|How do I share a dashboard?|6|4|Phone|How-To|Urgent|Closed|2025-11-10|2025-11-10|1|34|4.84
2631|Dark mode for the dashboards|14|6|Email|Feature Request|Normal|Closed|2025-08-31|2025-08-31|0|36|4.55
2632|How do I share a dashboard?|15|8|Web Form|How-To|Urgent|Closed|2026-06-21|2026-06-21|0|15|1.82
2633|Dashboards time out|1|9|Web Form|Outage|High|Resolved|2025-11-20|2025-11-20|0|150|1.74
2634|User accounts for the new team|42|15|Chat|Onboarding|Low|Closed|2026-01-11|2026-01-27|1|37|400.00
2635|User accounts for the new team|31|15|Web Form|Onboarding|High|Resolved|2025-11-15|2025-11-15|1|11|12.13
2636|Database connection refused|53|8|Web Form|Outage|Normal|Closed|2026-05-13|2026-05-14|0|12|45.05
2637|Report export is empty|48|9|Web Form|Bug|Low|Closed|2026-05-13|2026-05-14|0|6|25.52
2638|How do I add a second connection?|58|2|Email|How-To|High|Resolved|2025-06-24|2025-06-24|0|41|1.77
2639|How do I share a dashboard?|48|2|Email|How-To|Normal|Closed|2026-06-03|2026-06-03|0|3|9.57
2640|How do I add a second connection?|36|2|Phone|How-To|Normal|Closed|2025-10-19|2025-10-20|0|56|24.72
2641|Totals differ from the source|58|6|Email|Bug|Low|Closed|2025-09-15|2025-09-16|0|13|33.11
2642|Filter by region|18|6|Email|Feature Request|Normal|Resolved|2026-08-24|2026-08-24|0|60|9.90
2643|Invoice does not match the order|53|12|Web Form|Billing|Low|Closed|2025-05-09|2025-05-14|1|46|135.97
2644|Scheduler skipped a run|15|6|Email|Bug|Low|Closed|2026-07-30|2026-07-31|0|21|27.85
2645|Filter by region|49|6|Web Form|Feature Request|High|Closed|2025-03-03|2025-03-03|0|3|7.73
2646|Training session request|23|14|Web Form|Onboarding|Normal|Closed|2025-11-23|2025-11-23|0|11|4.89
2647|Kick-off call follow-up|11|14|Web Form|Onboarding|Normal|Resolved|2026-02-21|2026-02-23|1|24|50.56
2648|How do I schedule a report?|26|14|Web Form|How-To|Low|Closed|2026-07-01|2026-07-03|0|24|63.77
2649|Credit note request|26|10|Phone|Billing|Normal|Closed|2026-09-28|2026-09-29|0|10|44.87
2650|How do I add a second connection?|48|14|Email|How-To|Normal|In Progress|2025-06-29||1|15|
2651|Dark mode for the dashboards|20|8|Email|Feature Request|High|Closed|2026-03-08|2026-03-08|0|38|5.20
2652|Help importing our first data set|15|15|Phone|Onboarding|Normal|Closed|2026-01-19|2026-01-20|0|210|30.00
2653|How do I share a dashboard?|55|4|Chat|How-To|Urgent|Closed|2025-05-22|2025-05-22|0|88|1.27
2654|Login loop after update|7|7|Email|Bug|Urgent|Closed|2026-02-15|2026-02-15|0|276|1.68
2655|Training session request|30|14|Phone|Onboarding|Normal|Closed|2025-09-04|2025-09-04|0|172|6.90
2656|Totals differ from the source|21|9|Chat|Bug|Urgent|Closed|2025-10-23|2025-10-23|0|240|3.69
2657|More decimals in the pivot|5|8|Phone|Feature Request|Low|Closed|2026-02-18|2026-02-18|0|51|23.32
2658|Server unreachable this morning|10|8|Phone|Outage|High|Resolved|2026-04-18|2026-04-19|1|67|42.49
2659|Training session request|55|13|Email|Onboarding|Normal|Closed|2025-03-06|2025-03-07|0|34|47.30
2660|Wrong VAT rate on the last bill|54|11|Email|Billing|Normal|Closed|2026-03-06|2026-03-11|1|14|125.12
2661|Training session request|6|14|Email|Onboarding|High|Closed|2025-12-30|2025-12-30|0|104|3.06
2662|How do I add a second connection?|46|5|Email|How-To|Normal|Closed|2025-03-10|2025-03-12|1|14|62.12
2663|How do I share a dashboard?|46|4|Email|How-To|Normal|Closed|2025-06-23|2025-06-23|0|274|6.15
2664|Credit note request|23|12|Email|Billing|Low|Resolved|2025-12-27|2025-12-27|0|89|14.84
2665|Totals differ from the source|17|6|Chat|Bug|Normal|Resolved|2025-08-04|2025-08-05|0|100|47.75
2666|Scheduler skipped a run|53|12|Web Form|Bug|Normal|Closed|2025-06-09|2025-06-09|0|41|5.58
2667|Totals differ from the source|7|6|Web Form|Bug|Normal|Resolved|2026-09-28|2026-09-29|0|56|44.77
2668|Kick-off call follow-up|10|14|Email|Onboarding|High|Closed|2026-01-21|2026-01-21|0|13|4.30
2669|Help importing our first data set|48|13|Phone|Onboarding|Normal|Resolved|2025-09-14|2025-09-14|0|21|2.07
2670|Totals differ from the source|4|6|Email|Bug|Urgent|Closed|2025-02-23|2025-02-23|0|158|1.69
2671|Scheduler skipped a run|55|9|Email|Bug|Normal|Closed|2025-03-12|2025-03-12|0|139|4.78
2672|Help importing our first data set|21|13|Chat|Onboarding|Low|Waiting on Customer|2026-06-05||1|70|
2673|Database connection refused|30|8|Email|Outage|Normal|Resolved|2026-08-26|2026-08-26|0|200|8.90
2674|Report export is empty|12|7|Chat|Bug|Normal|Closed|2026-02-27|2026-02-27|0|26|13.61
2675|Where do I set the currency?|37|5|Chat|How-To|Low|Closed|2026-05-23|2026-05-26|0|4|76.54
2676|Totals differ from the source|6|6|Email|Bug|Low|Closed|2026-04-05|2026-04-08|0|3|91.31
2677|How do I add a second connection?|6|2|Phone|How-To|High|Closed|2026-05-24|2026-05-24|0|63|1.93
2678|Invoice does not match the order|30|8|Web Form|Billing|Low|Closed|2026-01-03|2026-01-05|0|138|60.68
2679|Kick-off call follow-up|20|14|Chat|Onboarding|Normal|Closed|2026-04-27|2026-04-27|0|21|3.92
2680|Kick-off call follow-up|47|14|Email|Onboarding|Low|Resolved|2026-09-22|2026-09-27|1|86|134.14
2681|Invoice does not match the order|28|12|Email|Billing|Normal|Closed|2025-11-06|2025-11-06|0|375|10.06
2682|Please add a CSV export|55|7|Chat|Feature Request|High|Closed|2025-06-12|2025-06-12|1|25|14.89
2683|Login loop after update|53|7|Phone|Bug|Normal|Closed|2026-04-27|2026-05-02|1|18|143.74
2684|Please split this invoice|41|11|Email|Billing|Normal|Resolved|2026-06-01|2026-06-02|0|98|37.24
2685|Dashboards time out|44|9|Web Form|Outage|Urgent|Resolved|2026-04-06|2026-04-06|0|82|3.06
2686|Dashboards time out|49|7|Web Form|Outage|Low|Waiting on Customer|2025-12-28||1|52|
2687|More decimals in the pivot|58|8|Phone|Feature Request|Normal|Closed|2025-05-13|2025-05-13|0|38|7.05
2688|Where do I set the currency?|33|4|Web Form|How-To|High|Closed|2025-12-24|2025-12-24|0|3|0.91
2689|How do I share a dashboard?|21|4|Web Form|How-To|Normal|Closed|2025-05-05|2025-05-05|0|37|8.73
2690|User accounts for the new team|55|14|Phone|Onboarding|Low|Open|2026-09-14||1|213|
2691|More decimals in the pivot|58|9|Chat|Feature Request|Low|Closed|2025-06-07|2025-06-15|1|99|194.40
2692|Please add a CSV export|52|11|Phone|Feature Request|Normal|Closed|2025-03-19|2025-03-20|0|33|30.21
2693|Help importing our first data set|4|13|Email|Onboarding|Low|Closed|2025-09-23|2025-09-23|0|83|6.94
2694|Wrong VAT rate on the last bill|36|11|Phone|Billing|Low|Resolved|2025-03-30|2025-03-30|0|60|16.18
2695|Filter by region|45|6|Phone|Feature Request|Normal|Closed|2025-12-22|2025-12-22|0|79|6.82
2696|Server unreachable this morning|8|8|Email|Outage|Low|Closed|2026-06-18|2026-06-19|0|266|25.46
2697|Where do I set the currency?|5|5|Email|How-To|Normal|Closed|2025-08-23|2025-08-24|0|196|30.95
2698|Login loop after update|29|5|Web Form|Bug|Urgent|Closed|2026-08-11|2026-08-11|0|147|0.78
2699|Totals differ from the source|48|9|Email|Bug|Low|Resolved|2025-05-07|2025-05-10|0|119|80.22
2700|Wrong VAT rate on the last bill|20|12|Email|Billing|Low|Closed|2025-08-05|2025-08-06|0|49|31.65
2701|Filter by region|15|7|Email|Feature Request|Normal|Closed|2026-03-11|2026-03-14|1|88|81.31
2702|Database connection refused|39|12|Phone|Outage|Normal|Closed|2026-05-22|2026-05-24|1|18|52.53
2703|Dark mode for the dashboards|39|8|Web Form|Feature Request|Normal|Closed|2025-11-07|2025-11-07|0|77|1.34
2704|Kick-off call follow-up|58|14|Email|Onboarding|Urgent|Resolved|2025-06-14|2025-06-14|0|14|1.46
2705|Database connection refused|20|7|Email|Outage|Normal|Closed|2025-08-19|2025-08-20|0|24|31.32
2706|Help importing our first data set|17|13|Email|Onboarding|Normal|Closed|2025-08-05|2025-08-09|1|33|117.64
2707|How do I share a dashboard?|13|6|Chat|How-To|Normal|Closed|2025-06-08|2025-06-09|0|34|30.20
2708|Invoice does not match the order|10|11|Email|Billing|Normal|Resolved|2026-09-18|2026-09-18|0|3|10.90
2709|Scheduler skipped a run|40|9|Email|Bug|High|Resolved|2025-06-02|2025-06-02|0|217|7.76
2710|How do I schedule a report?|10|2|Phone|How-To|High|Closed|2025-03-15|2025-03-15|0|5|6.20
2711|Training session request|49|13|Email|Onboarding|High|Closed|2025-12-23|2025-12-23|0|21|8.71
2712|How do I schedule a report?|38|4|Web Form|How-To|Normal|Closed|2025-04-04|2025-04-04|0|29|7.15
2713|Credit note request|52|8|Phone|Billing|Low|Waiting on Customer|2025-05-02||1|43|
2714|User accounts for the new team|53|13|Phone|Onboarding|High|Open|2026-09-27||1|75|
2715|User accounts for the new team|32|15|Chat|Onboarding|High|Closed|2025-10-05|2025-10-05|0|63|7.48
2716|Database connection refused|26|6|Email|Outage|Normal|Closed|2026-08-03|2026-08-03|0|101|15.16
2717|Help importing our first data set|31|7|Email|Onboarding|High|Closed|2026-01-04|2026-01-04|0|108|3.30
2718|Kick-off call follow-up|30|13|Phone|Onboarding|Normal|Closed|2025-04-06|2025-04-07|0|54|28.69
2719|How do I add a second connection?|52|4|Email|How-To|Low|Closed|2025-03-16|2025-03-17|0|119|37.76
2720|Please split this invoice|50|11|Phone|Billing|Low|Closed|2026-07-27|2026-07-31|1|115|118.27
2721|How do I add a second connection?|48|10|Email|How-To|High|Closed|2026-06-21|2026-06-21|0|40|3.01
2722|How do I add a second connection?|31|3|Phone|How-To|High|Closed|2026-01-19|2026-01-19|0|30|4.14
2723|Dashboards time out|22|9|Email|Outage|Low|Closed|2025-11-06|2025-11-07|0|28|36.37
2724|Wrong VAT rate on the last bill|55|10|Web Form|Billing|Normal|Closed|2025-10-04|2025-10-04|0|115|10.53
2725|Report export is empty|18|8|Chat|Bug|Urgent|Waiting on Customer|2025-09-10||1|212|
2726|Scheduler skipped a run|18|6|Chat|Bug|Normal|Closed|2025-11-24|2025-11-26|1|200|56.50
2727|Where do I set the currency?|27|3|Phone|How-To|Normal|Closed|2026-03-05|2026-03-05|0|25|6.92
2728|Kick-off call follow-up|14|14|Web Form|Onboarding|Low|Closed|2025-05-05|2025-05-05|0|55|19.01
2729|Credit note request|55|12|Chat|Billing|High|Waiting on Customer|2025-03-02||1|209|
2730|Invoice does not match the order|38|10|Email|Billing|Low|Closed|2025-09-04|2025-09-05|0|122|28.56
2731|Report export is empty|16|8|Email|Bug|High|Closed|2025-08-17|2025-08-18|1|6|25.72
2732|How do I add a second connection?|36|2|Chat|How-To|Normal|Resolved|2025-03-19|2025-03-19|0|31|5.83
2733|Totals differ from the source|18|8|Email|Bug|Normal|Closed|2026-06-07|2026-06-07|0|65|20.59
2734|Login loop after update|53|14|Chat|Bug|Low|Closed|2025-12-30|2025-12-31|0|43|46.98
2735|Where do I set the currency?|12|3|Email|How-To|Low|Closed|2026-01-03|2026-01-05|0|225|69.67
2736|Dark mode for the dashboards|60|8|Chat|Feature Request|Low|Closed|2025-11-17|2025-11-17|0|248|13.86
2737|Dashboards time out|52|7|Phone|Outage|High|Closed|2025-01-29|2025-01-29|1|340|16.94
2738|Report export is empty|36|1|Web Form|Bug|Low|Closed|2025-05-26|2025-05-30|1|73|106.56
2739|How do I add a second connection?|39|4|Web Form|How-To|High|Waiting on Customer|2026-06-22||1|171|
2740|Invoice does not match the order|18|2|Email|Billing|Low|Closed|2025-03-24|2025-03-24|0|85|18.48
2741|Totals differ from the source|42|9|Email|Bug|High|Closed|2025-11-12|2025-11-12|0|35|11.94
2742|Scheduled jobs are queued|24|9|Email|Outage|High|Closed|2025-06-06|2025-06-06|1|156|18.15
2743|More decimals in the pivot|25|7|Phone|Feature Request|Normal|Closed|2026-06-21|2026-06-23|1|165|53.69
2744|Please split this invoice|29|12|Web Form|Billing|Low|Closed|2025-04-03|2025-04-04|0|39|33.24
2745|Dark mode for the dashboards|37|8|Email|Feature Request|High|Closed|2026-02-21|2026-02-21|0|32|4.33
2746|Please add a CSV export|33|9|Phone|Feature Request|Low|Closed|2025-11-20|2025-11-21|0|78|42.50
2747|Help importing our first data set|51|15|Phone|Onboarding|Low|Closed|2026-02-04|2026-02-09|1|95|138.96
2748|Scheduler skipped a run|34|6|Email|Bug|Normal|Closed|2025-09-14|2025-09-15|0|89|42.44
2749|How do I schedule a report?|21|1|Phone|How-To|Low|Resolved|2026-09-02|2026-09-06|1|132|97.86
2750|Login loop after update|20|5|Web Form|Bug|Low|Resolved|2026-01-31|2026-02-03|0|55|83.41
2751|Scheduler skipped a run|50|9|Phone|Bug|Urgent|Closed|2025-12-05|2025-12-05|0|78|0.53
2752|Kick-off call follow-up|27|11|Email|Onboarding|Normal|In Progress|2026-03-25||1|3|
2753|Help importing our first data set|32|9|Web Form|Onboarding|Low|Closed|2026-02-11|2026-02-13|0|10|69.93
2754|Scheduler skipped a run|30|9|Email|Bug|Urgent|Closed|2025-06-03|2025-06-03|1|76|5.92
2755|Invoice does not match the order|36|10|Web Form|Billing|Urgent|Closed|2026-06-06|2026-06-06|0|52|0.71
2756|Dark mode for the dashboards|49|7|Email|Feature Request|Normal|Closed|2026-05-01|2026-05-01|0|239|6.40
2757|How do I add a second connection?|49|4|Web Form|How-To|Normal|Closed|2025-11-03|2025-11-03|0|43|13.89
2758|Training session request|57|15|Web Form|Onboarding|Low|Open|2025-05-03||1|213|
2759|Credit note request|5|11|Email|Billing|Normal|Closed|2026-01-09|2026-01-09|0|259|15.48
2760|Scheduler skipped a run|60|7|Email|Bug|High|Closed|2025-12-14|2025-12-14|1|161|12.37
2761|Report export is empty|8|8|Email|Bug|Low|Closed|2025-09-30|2025-10-01|0|52|32.86
2762|Login loop after update|2|6|Phone|Bug|Normal|Closed|2026-08-10|2026-08-10|0|4|12.54
2763|How do I add a second connection?|1|3|Email|How-To|Normal|Closed|2026-01-08|2026-01-08|0|239|17.41
2764|Kick-off call follow-up|22|15|Web Form|Onboarding|Normal|Closed|2025-08-13|2025-08-13|0|59|23.90
2765|Wrong VAT rate on the last bill|36|12|Email|Billing|High|Waiting on Customer|2026-02-17||1|39|
2766|Please split this invoice|40|12|Email|Billing|Normal|Closed|2026-04-29|2026-04-30|0|98|32.47
2767|Dark mode for the dashboards|48|9|Chat|Feature Request|Low|Closed|2025-09-01|2025-09-03|0|257|56.18
2768|Where do I set the currency?|32|5|Chat|How-To|High|Closed|2026-05-07|2026-05-07|0|98|3.48
2769|Where do I set the currency?|27|12|Email|How-To|Normal|Closed|2025-02-22|2025-02-22|0|36|20.35
2770|Report export is empty|60|9|Web Form|Bug|High|Closed|2026-06-21|2026-06-21|0|128|7.17
2771|Server unreachable this morning|60|9|Web Form|Outage|High|Closed|2026-01-05|2026-01-05|1|51|15.58
2772|How do I add a second connection?|15|13|Email|How-To|Urgent|Waiting on Customer|2025-02-03||1|144|
2773|Help importing our first data set|21|2|Web Form|Onboarding|Normal|Closed|2025-10-01|2025-10-01|0|119|4.75
2774|Credit note request|26|12|Email|Billing|Normal|Closed|2025-06-11|2025-06-12|0|11|24.91
2775|Dashboards time out|23|12|Web Form|Outage|Low|Waiting on Customer|2025-12-10||1|54|
2776|How do I schedule a report?|45|2|Web Form|How-To|Low|Closed|2026-02-15|2026-02-15|0|74|20.50
2777|Wrong VAT rate on the last bill|60|4|Phone|Billing|Normal|Closed|2026-01-13|2026-01-15|1|72|48.19
2778|Wrong VAT rate on the last bill|26|11|Phone|Billing|Normal|Closed|2025-12-21|2025-12-21|0|16|17.57
2779|Invoice does not match the order|8|11|Chat|Billing|Low|Closed|2025-09-07|2025-09-07|0|299|4.69
2780|Training session request|48|15|Email|Onboarding|Normal|Closed|2025-03-12|2025-03-13|0|98|42.73
2781|How do I add a second connection?|19|5|Email|How-To|Urgent|Closed|2025-05-21|2025-05-21|0|15|1.31
2782|User accounts for the new team|58|15|Phone|Onboarding|Low|Closed|2025-11-09|2025-11-09|0|49|15.00
2783|Dashboards time out|27|7|Phone|Outage|Normal|Closed|2025-12-13|2025-12-13|0|38|6.59
2784|Invoice does not match the order|26|11|Web Form|Billing|Normal|Open|2025-11-05||1|110|
2785|Kick-off call follow-up|29|14|Email|Onboarding|High|Closed|2026-05-27|2026-05-27|0|45|3.83
2786|Dark mode for the dashboards|23|7|Phone|Feature Request|High|Closed|2026-01-20|2026-01-20|0|210|2.22
2787|How do I schedule a report?|21|2|Web Form|How-To|Normal|Waiting on Customer|2025-05-25||1|65|
