invoice_id|line_no|item|qty|unit_price|amount
1525|2|Performance Tuning|1|1002.45|1002.45
1526|1|Audit Review|1|486.89|486.89
1526|2|Software Licence|1|186.00|186.00
1526|3|Data Migration|5|1619.47|8097.35
1527|1|Annual Maintenance|1|2334.26|2334.26
1528|1|Cloud Hosting|1|1934.57|1934.57
1528|2|Workshop|1|1701.68|1701.68
1528|3|Backup Service|8|2396.74|19173.92
1528|4|Backup Service|2|475.49|950.98
1529|1|Software Licence|5|833.24|4166.20
1530|1|Consulting Day|2|1493.08|2986.16
1530|2|Premium SLA|2|1876.94|3753.88
1530|3|Support Plan|1|1509.69|1509.69
1530|4|Performance Tuning|2|1097.62|2195.24
1530|5|Integration Module|10|1820.60|18206.00
1531|1|Training Session|1|1388.65|1388.65
1531|2|Consulting Day|1|1873.49|1873.49
1531|3|Data Migration|5|150.68|753.40
1531|4|Onboarding Package|5|1704.07|8520.35
1532|1|Onboarding Package|2|1550.45|3100.90
1532|2|Onboarding Package|8|240.98|1927.84
1532|3|Annual Maintenance|5|1505.41|7527.05
1532|4|Audit Review|8|1831.61|14652.88
1532|5|Training Session|3|2169.46|6508.38
1532|6|Storage Expansion|1|1817.78|1817.78
1533|1|Storage Expansion|2|2267.04|4534.08
1533|2|Performance Tuning|10|278.85|2788.50
1533|3|Managed Service|3|623.98|1871.94
1534|1|Licence Renewal|3|2275.56|6826.68
1534|2|Storage Expansion|5|1659.23|8296.15
1534|3|Data Migration|3|1546.34|4639.02
1534|4|Annual Maintenance|1|529.95|529.95
1535|1|Managed Service|1|1924.95|1924.95
1535|2|Training Session|5|1040.86|5204.30
1535|3|Integration Module|5|787.23|3936.15
1535|4|Server Hardware|5|106.40|532.00
1535|5|Licence Renewal|1|266.84|266.84
1536|1|Managed Service|8|515.72|4125.76
1536|2|Implementation Hours|2|394.99|789.98
1536|3|Cloud Hosting|1|2134.61|2134.61
1537|1|Custom Report Pack|1|838.13|838.13
1537|2|Software Licence|1|209.66|209.66
1537|3|Custom Report Pack|2|660.44|1320.88
1538|1|Integration Module|3|2346.87|7040.61
1538|2|Storage Expansion|2|1456.70|2913.40
1538|3|Software Licence|2|2386.40|4772.80
1539|1|Performance Tuning|8|2120.07|16960.56
1540|1|Workshop|2|1137.02|2274.04
1540|2|Annual Maintenance|2|2133.23|4266.46
1540|3|Managed Service|1|1240.45|1240.45
1540|4|Training Session|8|722.52|5780.16
1541|1|Backup Service|3|1016.48|3049.44
1541|2|Software Licence|3|2118.09|6354.27
1542|1|Annual Maintenance|2|2172.89|4345.78
1542|2|Storage Expansion|8|309.50|2476.00
1543|1|Audit Review|1|1244.23|1244.23
1543|2|Custom Report Pack|2|1940.52|3881.04
1544|1|Licence Renewal|3|1073.33|3219.99
1544|2|Managed Service|5|2083.57|10417.85
1544|3|Data Migration|1|2027.51|2027.51
1544|4|Data Migration|3|859.21|2577.63
1544|5|Onboarding Package|3|1534.77|4604.31
1545|1|Data Migration|2|105.00|210.00
1546|1|Cloud Hosting|1|495.58|495.58
1546|2|Server Hardware|3|637.03|1911.09
1547|1|Annual Maintenance|1|1539.21|1539.21
1548|1|Licence Renewal|3|1036.62|3109.86
1548|2|Storage Expansion|1|375.36|375.36
1549|1|Support Plan|1|2396.96|2396.96
1549|2|Consulting Day|1|1321.99|1321.99
1549|3|Custom Report Pack|3|894.05|2682.15
1549|4|Server Hardware|2|785.29|1570.58
1550|1|Cloud Hosting|2|1216.04|2432.08
1550|2|Cloud Hosting|2|1060.77|2121.54
1550|3|Managed Service|3|1551.74|4655.22
1551|1|Storage Expansion|2|1943.53|3887.06
1551|2|Consulting Day|2|1797.35|3594.70
1551|3|Server Hardware|1|342.97|342.97
1552|1|Managed Service|1|2092.14|2092.14
1553|1|Storage Expansion|1|134.97|134.97
1553|2|Workshop|1|2032.49|2032.49
1554|1|Onboarding Package|3|2054.40|6163.20
1554|2|Software Licence|3|135.97|407.91
1554|3|Server Hardware|3|756.82|2270.46
1555|1|Managed Service|5|1532.53|7662.65
1555|2|Software Licence|3|779.83|2339.49
1555|3|Custom Report Pack|3|413.77|1241.31
1556|1|Onboarding Package|5|956.11|4780.55
1557|1|Cloud Hosting|8|103.99|831.92
1557|2|Cloud Hosting|2|1743.95|3487.90
1558|1|Implementation Hours|8|1983.05|15864.40
1558|2|Server Hardware|1|694.78|694.78
1559|1|Training Session|2|1543.43|3086.86
1559|2|Workshop|2|2180.73|4361.46
1560|1|Consulting Day|2|1629.98|3259.96
1560|2|Managed Service|2|159.14|318.28
1560|3|Integration Module|1|1910.07|1910.07
1560|4|Premium SLA|3|2277.76|6833.28
1561|1|Data Migration|1|1182.17|1182.17
1561|2|Licence Renewal|3|471.19|1413.57
1562|1|Data Migration|8|1220.81|9766.48
1563|1|Custom Report Pack|1|218.70|218.70
1563|2|Audit Review|1|273.34|273.34
1563|3|Support Plan|1|1155.38|1155.38
1563|4|Training Session|1|1305.86|1305.86
1564|1|Performance Tuning|1|2273.02|2273.02
1564|2|Training Session|3|124.23|372.69
1564|3|Onboarding Package|1|776.37|776.37
1565|1|Software Licence|5|692.67|3463.35
1565|2|Backup Service|1|925.60|925.60
1566|1|Backup Service|1|1484.03|1484.03
1566|2|Backup Service|2|799.57|1599.14
1567|1|Premium SLA|5|458.61|2293.05
1567|2|Onboarding Package|2|929.42|1858.84
1567|3|Workshop|3|942.38|2827.14
1568|1|Integration Module|5|1408.77|7043.85
1568|2|Implementation Hours|5|1903.65|9518.25
1568|3|Managed Service|1|537.14|537.14
1569|1|Custom Report Pack|5|748.29|3741.45
1569|2|Storage Expansion|1|2114.93|2114.93
1569|3|Annual Maintenance|1|295.44|295.44
1569|4|Consulting Day|1|1472.41|1472.41
1569|5|Storage Expansion|3|664.71|1994.13
1569|6|Annual Maintenance|5|2286.75|11433.75
1570|1|Integration Module|2|109.04|218.08
1570|2|Software Licence|2|1413.32|2826.64
1571|1|Support Plan|1|2168.48|2168.48
1572|1|Workshop|2|564.46|1128.92
1573|1|Support Plan|5|1649.12|8245.60
1574|1|Cloud Hosting|3|858.55|2575.65
1574|2|Consulting Day|1|430.78|430.78
1575|1|Implementation Hours|1|2201.66|2201.66
1575|2|Onboarding Package|2|1904.06|3808.12
1575|3|Storage Expansion|8|285.26|2282.08
1576|1|Workshop|3|1096.31|3288.93
1577|1|Integration Module|3|2203.21|6609.63
1577|2|Annual Maintenance|8|1306.53|10452.24
1577|3|Onboarding Package|1|1755.97|1755.97
1577|4|Custom Report Pack|5|251.11|1255.55
1578|1|Software Licence|1|687.13|687.13
1578|2|Consulting Day|3|2033.35|6100.05
1579|1|Onboarding Package|5|564.05|2820.25
1579|2|Data Migration|5|2356.74|11783.70
1579|3|Performance Tuning|3|1260.79|3782.37
1579|4|Audit Review|8|2334.92|18679.36
1579|5|Implementation Hours|2|1649.93|3299.86
1580|1|Audit Review|2|101.45|202.90
1580|2|Custom Report Pack|3|1275.05|3825.15
1580|3|Implementation Hours|1|308.95|308.95
1580|4|Annual Maintenance|1|294.64|294.64
1581|1|Server Hardware|3|2032.03|6096.09
1581|2|Implementation Hours|2|216.78|433.56
1581|3|Training Session|2|459.77|919.54
1581|4|Implementation Hours|1|798.69|798.69
1582|1|Custom Report Pack|3|2011.01|6033.03
1582|2|Cloud Hosting|1|1769.79|1769.79
1582|3|Onboarding Package|2|1269.51|2539.02
1582|4|Performance Tuning|1|1495.12|1495.12
1582|5|Training Session|5|1020.12|5100.60
1583|1|Custom Report Pack|2|1324.55|2649.10
1583|2|Consulting Day|3|771.57|2314.71
1583|3|Backup Service|1|890.25|890.25
1583|4|Data Migration|3|852.73|2558.19
1584|1|Annual Maintenance|10|1902.83|19028.30
1584|2|Cloud Hosting|2|1459.09|2918.18
1584|3|Licence Renewal|2|1030.07|2060.14
1585|1|Audit Review|1|1511.69|1511.69
1585|2|Integration Module|8|2057.80|16462.40
1585|3|Cloud Hosting|3|607.28|1821.84
1585|4|Support Plan|3|1046.23|3138.69
1586|1|Training Session|5|1858.02|9290.10
1586|2|Training Session|1|1558.71|1558.71
1587|1|Server Hardware|3|2343.33|7029.99
1587|2|Onboarding Package|2|1376.65|2753.30
1587|3|Managed Service|1|328.48|328.48
1587|4|Cloud Hosting|2|1039.17|2078.34
1588|1|Custom Report Pack|2|751.17|1502.34
1588|2|Support Plan|2|427.51|855.02
1588|3|Onboarding Package|8|786.21|6289.68
1588|4|Managed Service|3|2147.92|6443.76
1588|5|Onboarding Package|2|1560.32|3120.64
1588|6|Support Plan|3|2089.93|6269.79
1589|1|Implementation Hours|5|952.90|4764.50
1589|2|Data Migration|1|874.67|874.67
1590|1|Implementation Hours|1|1374.03|1374.03
1590|2|Cloud Hosting|8|331.84|2654.72
1590|3|Data Migration|1|290.35|290.35
1590|4|Audit Review|3|594.75|1784.25
1591|1|Managed Service|2|773.08|1546.16
1592|1|Implementation Hours|5|427.86|2139.30
1592|2|Server Hardware|1|2029.43|2029.43
1592|3|Annual Maintenance|1|1283.38|1283.38
1592|4|Custom Report Pack|1|943.72|943.72
1593|1|Data Migration|2|435.08|870.16
1593|2|Custom Report Pack|5|1411.25|7056.25
1593|3|Cloud Hosting|10|1744.11|17441.10
1593|4|Cloud Hosting|1|887.50|887.50
1594|1|Support Plan|3|1035.71|3107.13
1594|2|Data Migration|1|1712.68|1712.68
1595|1|Licence Renewal|5|1371.39|6856.95
1595|2|Support Plan|1|1352.76|1352.76
1595|3|Premium SLA|8|1062.80|8502.40
1595|4|Software Licence|1|1154.24|1154.24
1595|5|Software Licence|1|2193.86|2193.86
1596|1|Integration Module|1|900.12|900.12
1596|2|Onboarding Package|2|1412.81|2825.62
1597|1|Cloud Hosting|2|1160.03|2320.06
1597|2|Consulting Day|1|2070.17|2070.17
1597|3|Data Migration|2|560.71|1121.42
1597|4|Support Plan|1|1488.23|1488.23
1597|5|Managed Service|2|1596.11|3192.22
1598|1|Annual Maintenance|3|541.08|1623.24
1599|1|Workshop|8|1566.66|12533.28
1599|2|Data Migration|8|988.31|7906.48
1599|3|Annual Maintenance|1|633.76|633.76
1599|4|Annual Maintenance|2|351.46|702.92
1600|1|Cloud Hosting|5|1609.66|8048.30
1601|1|Cloud Hosting|3|248.72|746.16
1601|2|Storage Expansion|1|1850.29|1850.29
1601|3|Managed Service|1|1476.61|1476.61
1601|4|Support Plan|10|1923.96|19239.60
1602|1|Cloud Hosting|3|1530.67|4592.01
1603|1|Custom Report Pack|1|977.16|977.16
1604|1|Training Session|1|2194.01|2194.01
1604|2|Licence Renewal|2|1555.81|3111.62
1604|3|Software Licence|8|802.18|6417.44
1604|4|Annual Maintenance|2|1060.06|2120.12
1605|1|Workshop|1|622.32|622.32
1605|2|Annual Maintenance|1|1078.20|1078.20
1605|3|Software Licence|2|1770.56|3541.12
1605|4|Storage Expansion|3|604.18|1812.54
1606|1|Premium SLA|3|435.85|1307.55
1606|2|Cloud Hosting|1|1541.05|1541.05
1607|1|Backup Service|2|1846.27|3692.54
1607|2|Audit Review|8|1058.89|8471.12
1607|3|Integration Module|1|1933.66|1933.66
1608|1|Onboarding Package|1|385.95|385.95
1608|2|Integration Module|1|1885.86|1885.86
1608|3|Premium SLA|5|993.48|4967.40
1609|1|Data Migration|5|627.81|3139.05
1609|2|Cloud Hosting|8|1883.78|15070.24
1609|3|Integration Module|5|861.99|4309.95
1610|1|Storage Expansion|1|1888.24|1888.24
1610|2|Server Hardware|2|2174.13|4348.26
1611|1|Software Licence|3|1862.01|5586.03
1611|2|Workshop|1|2358.91|2358.91
1612|1|Integration Module|5|495.24|2476.20
1612|2|Implementation Hours|1|86.86|86.86
1613|1|Audit Review|5|683.94|3419.70
1613|2|Premium SLA|2|1636.69|3273.38
1614|1|Storage Expansion|1|153.48|153.48
1614|2|Performance Tuning|1|922.94|922.94
1615|1|Performance Tuning|3|1623.45|4870.35
1615|2|Performance Tuning|8|1854.17|14833.36
1615|3|Audit Review|5|628.26|3141.30
1616|1|Premium SLA|1|1555.13|1555.13
1616|2|Implementation Hours|2|570.59|1141.18
1617|1|Performance Tuning|2|2104.13|4208.26
1617|2|Annual Maintenance|2|1469.28|2938.56
1617|3|Onboarding Package|1|590.15|590.15
1618|1|Audit Review|2|1423.54|2847.08
1618|2|Workshop|1|1093.04|1093.04
1618|3|Onboarding Package|1|2146.16|2146.16
1619|1|Consulting Day|1|1211.10|1211.10
1619|2|Performance Tuning|5|2195.44|10977.20
1619|3|Managed Service|2|609.89|1219.78
1619|4|Audit Review|2|2366.44|4732.88
1620|1|Data Migration|5|2106.94|10534.70
1620|2|Storage Expansion|5|1742.76|8713.80
1620|3|Consulting Day|8|1779.45|14235.60
1620|4|Annual Maintenance|1|2318.05|2318.05
1620|5|Onboarding Package|1|887.52|887.52
1620|6|Audit Review|1|1165.65|1165.65
1621|1|Training Session|3|2289.81|6869.43
1622|1|Consulting Day|3|1674.10|5022.30
1622|2|Software Licence|2|1027.98|2055.96
1622|3|Onboarding Package|1|732.84|732.84
1622|4|Consulting Day|8|910.32|7282.56
1622|5|Licence Renewal|8|1444.06|11552.48
1623|1|Consulting Day|1|985.48|985.48
1623|2|Annual Maintenance|2|1154.74|2309.48
1624|1|Audit Review|3|399.95|1199.85
1624|2|Onboarding Package|1|610.40|610.40
1625|1|Managed Service|1|1916.07|1916.07
1625|2|Support Plan|8|1696.01|13568.08
1625|3|Custom Report Pack|2|1000.06|2000.12
1625|4|Software Licence|1|2350.68|2350.68
1625|5|Managed Service|3|1205.77|3617.31
1625|6|Licence Renewal|1|1913.09|1913.09
1626|1|Data Migration|1|1261.17|1261.17
1626|2|Audit Review|1|795.00|795.00
1627|1|Workshop|10|1419.94|14199.40
1627|2|Training Session|1|1629.90|1629.90
1627|3|Backup Service|1|1063.85|1063.85
1627|4|Software Licence|8|1778.23|14225.84
1628|1|Support Plan|3|1049.40|3148.20
1628|2|Data Migration|2|676.70|1353.40
1629|1|Annual Maintenance|1|2138.60|2138.60
1629|2|Performance Tuning|1|972.54|972.54
1630|1|Annual Maintenance|3|999.77|2999.31
1631|1|Onboarding Package|2|1086.47|2172.94
1631|2|Audit Review|2|1547.70|3095.40
1631|3|Onboarding Package|8|584.00|4672.00
1631|4|Support Plan|2|846.47|1692.94
1631|5|Backup Service|2|2298.11|4596.22
1631|6|Audit Review|3|957.06|2871.18
1632|1|Consulting Day|1|1306.85|1306.85
1632|2|Software Licence|10|753.48|7534.80
1632|3|Server Hardware|1|509.00|509.00
1633|1|Managed Service|10|773.88|7738.80
1633|2|Managed Service|5|1109.04|5545.20
1633|3|Storage Expansion|5|801.26|4006.30
1633|4|Performance Tuning|1|893.02|893.02
1634|1|Custom Report Pack|1|938.74|938.74
1634|2|Integration Module|2|1475.29|2950.58
1634|3|Licence Renewal|1|108.73|108.73
1634|4|Licence Renewal|8|1052.72|8421.76
1635|1|Software Licence|3|1668.82|5006.46
1635|2|Licence Renewal|1|1706.46|1706.46
1635|3|Workshop|3|2199.09|6597.27
1635|4|Cloud Hosting|2|421.15|842.30
1636|1|Managed Service|1|2166.87|2166.87
1636|2|Performance Tuning|1|1348.53|1348.53
1636|3|Licence Renewal|2|1567.62|3135.24
1637|1|Managed Service|1|592.39|592.39
1637|2|Cloud Hosting|2|364.99|729.98
1638|1|Server Hardware|5|1383.02|6915.10
1638|2|Software Licence|3|818.14|2454.42
1638|3|Custom Report Pack|2|1459.90|2919.80
1638|4|Storage Expansion|1|935.11|935.11
1638|5|Managed Service|1|600.91|600.91
1638|6|Software Licence|5|2171.22|10856.10
1639|1|Consulting Day|3|2235.67|6707.01
1639|2|Backup Service|5|1461.48|7307.40
1639|3|Integration Module|5|2325.55|11627.75
1639|4|Audit Review|1|419.76|419.76
1640|1|Training Session|3|2396.27|7188.81
1640|2|Server Hardware|2|2066.72|4133.44
1641|1|Onboarding Package|1|936.01|936.01
1642|1|Support Plan|2|1678.27|3356.54
1643|1|Performance Tuning|8|1504.06|12032.48
1643|2|Workshop|1|1791.61|1791.61
1643|3|Onboarding Package|1|1863.72|1863.72
1643|4|Storage Expansion|1|1634.04|1634.04
1643|5|Server Hardware|1|1258.15|1258.15
1644|1|Performance Tuning|2|500.50|1001.00
1645|1|Integration Module|5|114.24|571.20
1645|2|Integration Module|3|1517.54|4552.62
1645|3|Performance Tuning|5|2257.60|11288.00
1646|1|Support Plan|8|165.18|1321.44
1646|2|Annual Maintenance|8|1480.61|11844.88
1647|1|Training Session|1|1438.35|1438.35
1647|2|Software Licence|10|310.36|3103.60
1648|1|Cloud Hosting|3|1064.46|3193.38
1648|2|Licence Renewal|2|301.63|603.26
1648|3|Premium SLA|1|223.47|223.47
1648|4|Audit Review|1|479.91|479.91
1649|1|Integration Module|1|2383.57|2383.57
1649|2|Workshop|1|1234.61|1234.61
1649|3|Storage Expansion|5|1084.25|5421.25
1649|4|Implementation Hours|8|1902.61|15220.88
1649|5|Consulting Day|1|376.83|376.83
1650|1|Integration Module|2|703.18|1406.36
1650|2|Software Licence|1|327.17|327.17
1650|3|Backup Service|1|796.74|796.74
1651|1|Workshop|3|1657.98|4973.94
1651|2|Implementation Hours|2|1678.30|3356.60
1651|3|Implementation Hours|1|956.00|956.00
1651|4|Training Session|1|102.68|102.68
1652|1|Support Plan|5|2327.28|11636.40
1652|2|Backup Service|8|1258.33|10066.64
1652|3|Storage Expansion|1|437.42|437.42
1652|4|Integration Module|2|1952.89|3905.78
1652|5|Server Hardware|2|2107.49|4214.98
1653|1|Premium SLA|2|2285.16|4570.32
1654|1|Onboarding Package|1|1789.05|1789.05
1654|2|Consulting Day|3|2339.93|7019.79
1655|1|Implementation Hours|2|96.60|193.20
1655|2|Cloud Hosting|2|551.61|1103.22
1656|1|Workshop|2|2037.36|4074.72
1656|2|Onboarding Package|1|879.29|879.29
1657|1|Software Licence|2|1408.24|2816.48
1657|2|Software Licence|1|1079.21|1079.21
1658|1|Onboarding Package|1|2237.38|2237.38
1658|2|Annual Maintenance|1|210.19|210.19
1658|3|Implementation Hours|10|1976.01|19760.10
1659|1|Software Licence|5|1535.93|7679.65
1660|1|Storage Expansion|2|1838.97|3677.94
1660|2|Data Migration|1|740.12|740.12
1660|3|Onboarding Package|3|1964.54|5893.62
1661|1|Workshop|1|901.77|901.77
1661|2|Cloud Hosting|1|1750.09|1750.09
1662|1|Integration Module|1|2092.69|2092.69
1662|2|Cloud Hosting|3|413.58|1240.74
1662|3|Managed Service|3|1190.02|3570.06
1662|4|Software Licence|3|2321.14|6963.42
1663|1|Training Session|3|292.10|876.30
1663|2|Workshop|1|93.58|93.58
1663|3|Support Plan|5|2162.71|10813.55
1663|4|Licence Renewal|2|2113.53|4227.06
1663|5|Performance Tuning|3|644.88|1934.64
1663|6|Training Session|2|2084.86|4169.72
1664|1|Server Hardware|3|1136.87|3410.61
1664|2|Audit Review|1|473.79|473.79
1664|3|Software Licence|5|1670.46|8352.30
1664|4|Data Migration|1|1094.45|1094.45
1664|5|Licence Renewal|1|1431.73|1431.73
1664|6|Implementation Hours|1|2049.30|2049.30
1665|1|Server Hardware|1|1621.69|1621.69
1665|2|Performance Tuning|1|187.62|187.62
1665|3|Premium SLA|2|2075.38|4150.76
1666|1|Performance Tuning|2|863.68|1727.36
1666|2|Licence Renewal|5|1553.64|7768.20
1666|3|Annual Maintenance|2|1505.57|3011.14
1666|4|Managed Service|1|1510.86|1510.86
1666|5|Training Session|8|985.90|7887.20
1667|1|Data Migration|2|168.80|337.60
1667|2|Server Hardware|8|213.06|1704.48
1668|1|Backup Service|1|1094.70|1094.70
1668|2|Backup Service|5|1963.22|9816.10
1668|3|Support Plan|1|1447.38|1447.38
1668|4|Workshop|1|1260.58|1260.58
1668|5|Audit Review|1|1126.33|1126.33
1669|1|Premium SLA|1|1446.62|1446.62
1669|2|Implementation Hours|1|1288.00|1288.00
1669|3|Implementation Hours|8|1750.79|14006.32
1670|1|Support Plan|1|2141.61|2141.61
1670|2|Implementation Hours|2|323.26|646.52
1670|3|Data Migration|1|1403.79|1403.79
1671|1|Consulting Day|1|543.03|543.03
1672|1|Licence Renewal|8|118.61|948.88
1672|2|Support Plan|1|2392.37|2392.37
1673|1|Server Hardware|1|186.41|186.41
1673|2|Support Plan|2|2141.94|4283.88
1673|3|Onboarding Package|1|543.10|543.10
1673|4|Storage Expansion|1|525.59|525.59
1673|5|Workshop|1|1138.75|1138.75
1674|1|Workshop|1|1093.62|1093.62
1675|1|Performance Tuning|1|524.17|524.17
1675|2|Cloud Hosting|1|2011.16|2011.16
1675|3|Backup Service|5|1309.90|6549.50
1675|4|Backup Service|2|2354.15|4708.30
1675|5|Server Hardware|1|1655.80|1655.80
1676|1|Workshop|2|301.25|602.50
1676|2|Licence Renewal|10|178.74|1787.40
1676|3|Cloud Hosting|8|1944.78|15558.24
1676|4|Consulting Day|3|572.01|1716.03
1677|1|Training Session|2|751.04|1502.08
1678|1|Backup Service|8|872.53|6980.24
1678|2|Audit Review|5|845.18|4225.90
1679|1|Software Licence|1|1593.09|1593.09
1679|2|Data Migration|1|956.09|956.09
1679|3|Custom Report Pack|1|1504.12|1504.12
1679|4|Custom Report Pack|1|1397.77|1397.77
1679|5|Cloud Hosting|8|192.75|1542.00
1680|1|Annual Maintenance|3|2183.26|6549.78
1680|2|Workshop|3|1900.66|5701.98
1680|3|Integration Module|3|1587.63|4762.89
1680|4|Custom Report Pack|8|2270.75|18166.00
1681|1|Support Plan|1|1253.79|1253.79
1681|2|Premium SLA|3|2238.36|6715.08
1681|3|Licence Renewal|5|85.10|425.50
1682|1|Data Migration|2|1617.10|3234.20
1682|2|Managed Service|1|1144.63|1144.63
1682|3|Annual Maintenance|5|262.14|1310.70
1682|4|Onboarding Package|2|1867.97|3735.94
1683|1|Server Hardware|1|1160.82|1160.82
1683|2|Support Plan|2|573.98|1147.96
1683|3|Performance Tuning|10|1002.92|10029.20
1684|1|Data Migration|8|1889.11|15112.88
1684|2|Consulting Day|1|1672.27|1672.27
1685|1|Workshop|1|1885.82|1885.82
1685|2|Support Plan|8|1826.86|14614.88
1686|1|Onboarding Package|8|409.26|3274.08
1686|2|Backup Service|1|716.12|716.12
1686|3|Storage Expansion|5|794.92|3974.60
1686|4|Licence Renewal|5|906.52|4532.60
1687|1|Data Migration|1|1326.60|1326.60
1687|2|Software Licence|1|449.98|449.98
1687|3|Cloud Hosting|1|529.33|529.33
1688|1|Performance Tuning|1|2385.23|2385.23
1688|2|Audit Review|1|841.01|841.01
1688|3|Software Licence|2|1961.18|3922.36
1688|4|Support Plan|2|433.78|867.56
1689|1|Training Session|1|214.91|214.91
1689|2|Integration Module|3|263.12|789.36
1689|3|Onboarding Package|3|950.30|2850.90
1690|1|Server Hardware|5|2163.93|10819.65
1690|2|Data Migration|2|1806.18|3612.36
1690|3|Workshop|1|2066.64|2066.64
1691|1|Workshop|3|2096.93|6290.79
1691|2|Implementation Hours|8|1844.54|14756.32
1691|3|Audit Review|5|1075.69|5378.45
1691|4|Managed Service|5|2306.36|11531.80
1691|5|Server Hardware|1|1018.11|1018.11
1691|6|Integration Module|1|2081.67|2081.67
1692|1|Licence Renewal|2|1509.20|3018.40
1692|2|Storage Expansion|1|2030.61|2030.61
1692|3|Performance Tuning|2|1049.30|2098.60
1693|1|Server Hardware|8|2002.37|16018.96
1694|1|Licence Renewal|1|723.88|723.88
1694|2|Data Migration|2|1698.66|3397.32
1694|3|Managed Service|2|739.76|1479.52
1695|1|Backup Service|2|874.41|1748.82
1695|2|Backup Service|2|382.44|764.88
1695|3|Implementation Hours|3|1671.97|5015.91
1695|4|Support Plan|1|438.31|438.31
1696|1|Support Plan|2|1326.88|2653.76
1696|2|Custom Report Pack|1|1495.76|1495.76
1696|3|Integration Module|8|1224.94|9799.52
1696|4|Implementation Hours|1|589.68|589.68
1696|5|Custom Report Pack|1|364.50|364.50
1697|1|Integration Module|1|534.10|534.10
1697|2|Managed Service|3|1959.10|5877.30
1697|3|Data Migration|1|1602.12|1602.12
1697|4|Managed Service|10|2147.53|21475.30
1698|1|Custom Report Pack|1|513.62|513.62
1698|2|Workshop|2|1640.10|3280.20
1698|3|Data Migration|5|894.86|4474.30
1698|4|Licence Renewal|5|195.50|977.50
1698|5|Onboarding Package|10|2129.91|21299.10
1699|1|Integration Module|3|1139.58|3418.74
1699|2|Support Plan|10|1834.87|18348.70
1699|3|Integration Module|1|883.84|883.84
1699|4|Managed Service|5|1168.37|5841.85
1699|5|Workshop|1|839.59|839.59
1699|6|Onboarding Package|1|709.90|709.90
1700|1|Data Migration|8|2306.88|18455.04
1700|2|Audit Review|3|1512.35|4537.05
1700|3|Software Licence|2|1480.63|2961.26
1700|4|Licence Renewal|1|806.86|806.86
1700|5|Integration Module|3|508.38|1525.14
1701|1|Backup Service|1|1623.54|1623.54
1701|2|Licence Renewal|3|2054.90|6164.70
1701|3|Cloud Hosting|2|211.38|422.76
1701|4|Backup Service|2|1990.59|3981.18
1701|5|Cloud Hosting|2|2107.94|4215.88
1702|1|Software Licence|5|331.72|1658.60
1702|2|Custom Report Pack|3|1811.68|5435.04
1703|1|Cloud Hosting|5|1433.99|7169.95
1703|2|Audit Review|1|1416.05|1416.05
1703|3|Software Licence|1|2077.22|2077.22
1704|1|Workshop|2|1554.75|3109.50
1705|1|Premium SLA|1|423.34|423.34
1705|2|Performance Tuning|1|1703.61|1703.61
1706|1|Cloud Hosting|8|1175.00|9400.00
1707|1|Storage Expansion|2|2167.29|4334.58
1707|2|Performance Tuning|1|1358.54|1358.54
1708|1|Integration Module|1|2264.36|2264.36
1708|2|Consulting Day|8|577.52|4620.16
1708|3|Implementation Hours|2|633.67|1267.34
1709|1|Data Migration|2|1231.33|2462.66
1709|2|Annual Maintenance|3|322.17|966.51
1710|1|Onboarding Package|5|2241.38|11206.90
1710|2|Performance Tuning|1|1728.88|1728.88
1711|1|Audit Review|1|1847.24|1847.24
1712|1|Managed Service|1|897.15|897.15
1713|1|Support Plan|2|1653.50|3307.00
1713|2|Cloud Hosting|1|1069.79|1069.79
1713|3|Audit Review|3|2214.51|6643.53
1714|1|Cloud Hosting|1|1014.94|1014.94
1714|2|Software Licence|2|1918.65|3837.30
1715|1|Licence Renewal|1|1180.91|1180.91
1715|2|Audit Review|1|1576.58|1576.58
1715|3|Implementation Hours|1|1586.53|1586.53
1716|1|Annual Maintenance|1|1646.05|1646.05
1717|1|Premium SLA|1|719.47|719.47
1717|2|Support Plan|1|1196.79|1196.79
1717|3|Performance Tuning|2|1144.55|2289.10
1717|4|Software Licence|2|743.66|1487.32
1718|1|Licence Renewal|8|818.25|6546.00
1718|2|Annual Maintenance|8|1445.10|11560.80
1718|3|Consulting Day|8|1419.52|11356.16
1718|4|Integration Module|1|517.83|517.83
1718|5|Backup Service|3|1006.18|3018.54
1719|1|Cloud Hosting|2|2052.57|4105.14
1719|2|Implementation Hours|2|168.77|337.54
1720|1|Support Plan|8|523.95|4191.60
1720|2|Workshop|1|950.41|950.41
1720|3|Support Plan|1|1312.67|1312.67
1721|1|Integration Module|5|664.87|3324.35
1722|1|Premium SLA|1|1660.92|1660.92
1722|2|Server Hardware|1|872.21|872.21
1723|1|Licence Renewal|1|1830.79|1830.79
1723|2|Backup Service|2|612.62|1225.24
1723|3|Training Session|2|273.73|547.46
1724|1|Integration Module|1|1985.48|1985.48
1724|2|Backup Service|1|1547.94|1547.94
1724|3|Premium SLA|1|1274.94|1274.94
1725|1|Performance Tuning|2|1651.75|3303.50
1725|2|Integration Module|1|1613.83|1613.83
1725|3|Workshop|1|1249.17|1249.17
1725|4|Data Migration|1|1669.69|1669.69
1726|1|Workshop|1|2187.96|2187.96
1727|1|Data Migration|2|2134.91|4269.82
1727|2|Training Session|2|2043.00|4086.00
1727|3|Custom Report Pack|1|151.48|151.48
